county,year,month,births,Pop2010
"Washington County, UT",2017,March,121,138115
"Washington County, UT",2017,April,130,138115
"Washington County, UT",2017,May,119,138115
"Washington County, UT",2017,June,114,138115
"Washington County, UT",2017,July,117,138115
"Washington County, UT",2017,August,119,138115
"Washington County, UT",2017,September,118,138115
"Washington County, UT",2017,October,115,138115
"Washington County, UT",2017,November,117,138115
"Washington County, UT",2017,December,119,138115
"Washington County, UT",2018,January,106,138115
"Washington County, UT",2018,February,101,138115
"Washington County, UT",2018,March,121,138115
"Washington County, UT",2018,April,89,138115
"Washington County, UT",2018,May,95,138115
"Washington County, UT",2018,June,102,138115
"Washington County, UT",2018,July,118,138115
"Washington County, UT",2018,August,127,138115
"Washington County, UT",2018,September,119,138115
"Washington County, UT",2018,October,105,138115
"Washington County, UT",2018,November,99,138115
"Washington County, UT",2018,December,116,138115
"Washington County, UT",2019,January,96,138115
"Washington County, UT",2019,February,92,138115
"Washington County, UT",2019,March,98,138115
"Washington County, UT",2019,April,92,138115
"Washington County, UT",2019,May,106,138115
"Washington County, UT",2019,June,109,138115
"Washington County, UT",2019,July,114,138115
"Washington County, UT",2019,August,119,138115
"Washington County, UT",2019,September,119,138115
"Washington County, UT",2019,October,120,138115
"Washington County, UT",2019,November,117,138115
"Washington County, UT",2019,December,100,138115
"Weber County, UT",2016,January,191,231236
"Weber County, UT",2016,February,181,231236
"Weber County, UT",2016,March,181,231236
"Weber County, UT",2016,April,208,231236
"Weber County, UT",2016,May,232,231236
"Weber County, UT",2016,June,213,231236
"Weber County, UT",2016,July,210,231236
"Weber County, UT",2016,August,200,231236
"Weber County, UT",2016,September,189,231236
"Weber County, UT",2016,October,207,231236
"Weber County, UT",2016,November,181,231236
"Weber County, UT",2016,December,169,231236
"Weber County, UT",2017,January,177,231236
"Weber County, UT",2017,February,190,231236
"Weber County, UT",2017,March,186,231236
"Weber County, UT",2017,April,208,231236
"Weber County, UT",2017,May,191,231236
"Weber County, UT",2017,June,201,231236
"Weber County, UT",2017,July,208,231236
"Weber County, UT",2017,August,219,231236
"Weber County, UT",2017,September,179,231236
"Weber County, UT",2017,October,174,231236
"Weber County, UT",2017,November,146,231236
"Weber County, UT",2017,December,170,231236
"Weber County, UT",2018,January,174,231236
"Weber County, UT",2018,February,160,231236
"Weber County, UT",2018,March,199,231236
"Weber County, UT",2018,April,173,231236
"Weber County, UT",2018,May,211,231236
"Weber County, UT",2018,June,188,231236
"Weber County, UT",2018,July,184,231236
"Weber County, UT",2018,August,189,231236
"Weber County, UT",2018,September,187,231236
"Weber County, UT",2018,October,189,231236
"Weber County, UT",2018,November,148,231236
"Weber County, UT",2018,December,145,231236
"Weber County, UT",2019,January,164,231236
"Weber County, UT",2019,February,168,231236
"Weber County, UT",2019,March,173,231236
"Weber County, UT",2019,April,143,231236
"Weber County, UT",2019,May,178,231236
"Weber County, UT",2019,June,182,231236
"Weber County, UT",2019,July,208,231236
"Weber County, UT",2019,August,199,231236
"Weber County, UT",2019,September,170,231236
"Weber County, UT",2019,October,173,231236
"Weber County, UT",2019,November,160,231236
"Weber County, UT",2019,December,169,231236
"Chittenden County, VT",2016,January,47,156545
"Chittenden County, VT",2016,February,47,156545
"Chittenden County, VT",2016,March,55,156545
"Chittenden County, VT",2016,April,57,156545
"Chittenden County, VT",2016,May,79,156545
"Chittenden County, VT",2016,June,61,156545
"Chittenden County, VT",2016,July,79,156545
"Chittenden County, VT",2016,August,59,156545
"Chittenden County, VT",2016,September,55,156545
"Chittenden County, VT",2016,October,60,156545
"Chittenden County, VT",2016,November,55,156545
"Chittenden County, VT",2016,December,54,156545
"Chittenden County, VT",2017,January,59,156545
"Chittenden County, VT",2017,February,44,156545
"Chittenden County, VT",2017,March,45,156545
"Chittenden County, VT",2017,April,58,156545
"Chittenden County, VT",2017,May,60,156545
"Chittenden County, VT",2017,June,59,156545
"Chittenden County, VT",2017,July,46,156545
"Chittenden County, VT",2017,August,63,156545
"Chittenden County, VT",2017,September,58,156545
"Chittenden County, VT",2017,October,47,156545
"Chittenden County, VT",2017,November,40,156545
"Chittenden County, VT",2017,December,39,156545
"Chittenden County, VT",2018,January,52,156545
"Chittenden County, VT",2018,February,48,156545
"Chittenden County, VT",2018,March,55,156545
"Chittenden County, VT",2018,April,39,156545
"Chittenden County, VT",2018,May,45,156545
"Chittenden County, VT",2018,June,46,156545
"Chittenden County, VT",2018,July,64,156545
"Chittenden County, VT",2018,August,55,156545
"Chittenden County, VT",2018,September,46,156545
"Chittenden County, VT",2018,October,47,156545
"Chittenden County, VT",2018,November,45,156545
"Chittenden County, VT",2018,December,41,156545
"Chittenden County, VT",2019,January,38,156545
"Chittenden County, VT",2019,February,34,156545
"Chittenden County, VT",2019,March,58,156545
"Chittenden County, VT",2019,April,50,156545
"Chittenden County, VT",2019,May,54,156545
"Chittenden County, VT",2019,June,57,156545
"Chittenden County, VT",2019,July,48,156545
"Chittenden County, VT",2019,August,47,156545
"Chittenden County, VT",2019,September,49,156545
"Chittenden County, VT",2019,October,42,156545
"Chittenden County, VT",2019,November,38,156545
"Chittenden County, VT",2019,December,44,156545
"Arlington County, VA",2016,January,113,207627
"Arlington County, VA",2016,February,123,207627
"Arlington County, VA",2016,March,125,207627
"Arlington County, VA",2016,April,111,207627
"Arlington County, VA",2016,May,143,207627
"Arlington County, VA",2016,June,136,207627
"Arlington County, VA",2016,July,113,207627
"Arlington County, VA",2016,August,137,207627
"Arlington County, VA",2016,September,128,207627
"Arlington County, VA",2016,October,120,207627
"Arlington County, VA",2016,November,113,207627
"Arlington County, VA",2016,December,108,207627
"Arlington County, VA",2017,January,110,207627
"Arlington County, VA",2017,February,106,207627
"Arlington County, VA",2017,March,113,207627
"Arlington County, VA",2017,April,112,207627
"Arlington County, VA",2017,May,140,207627
"Arlington County, VA",2017,June,122,207627
"Arlington County, VA",2017,July,131,207627
"Arlington County, VA",2017,August,141,207627
"Arlington County, VA",2017,September,123,207627
"Arlington County, VA",2017,October,132,207627
"Arlington County, VA",2017,November,131,207627
"Arlington County, VA",2017,December,122,207627
"Arlington County, VA",2018,January,122,207627
"Arlington County, VA",2018,February,107,207627
"Arlington County, VA",2018,March,138,207627
"Arlington County, VA",2018,April,122,207627
"Arlington County, VA",2018,May,123,207627
"Arlington County, VA",2018,June,118,207627
"Arlington County, VA",2018,July,114,207627
"Arlington County, VA",2018,August,129,207627
"Arlington County, VA",2018,September,121,207627
"Arlington County, VA",2018,October,133,207627
"Arlington County, VA",2018,November,110,207627
"Arlington County, VA",2018,December,99,207627
"Arlington County, VA",2019,January,97,207627
"Arlington County, VA",2019,February,102,207627
"Arlington County, VA",2019,March,122,207627
"Arlington County, VA",2019,April,108,207627
"Arlington County, VA",2019,May,113,207627
"Arlington County, VA",2019,June,112,207627
"Arlington County, VA",2019,July,111,207627
"Arlington County, VA",2019,August,107,207627
"Arlington County, VA",2019,September,138,207627
"Arlington County, VA",2019,October,115,207627
"Arlington County, VA",2019,November,128,207627
"Arlington County, VA",2019,December,97,207627
"Chesterfield County, VA",2016,January,182,316236
"Chesterfield County, VA",2016,February,153,316236
"Chesterfield County, VA",2016,March,185,316236
"Chesterfield County, VA",2016,April,163,316236
"Chesterfield County, VA",2016,May,194,316236
"Chesterfield County, VA",2016,June,175,316236
"Chesterfield County, VA",2016,July,189,316236
"Chesterfield County, VA",2016,August,186,316236
"Chesterfield County, VA",2016,September,183,316236
"Chesterfield County, VA",2016,October,177,316236
"Chesterfield County, VA",2016,November,168,316236
"Chesterfield County, VA",2016,December,195,316236
"Chesterfield County, VA",2017,January,173,316236
"Chesterfield County, VA",2017,February,160,316236
"Chesterfield County, VA",2017,March,184,316236
"Chesterfield County, VA",2017,April,143,316236
"Chesterfield County, VA",2017,May,169,316236
"Chesterfield County, VA",2017,June,165,316236
"Chesterfield County, VA",2017,July,183,316236
"Chesterfield County, VA",2017,August,198,316236
"Chesterfield County, VA",2017,September,201,316236
"Chesterfield County, VA",2017,October,186,316236
"Chesterfield County, VA",2017,November,173,316236
"Chesterfield County, VA",2017,December,150,316236
"Chesterfield County, VA",2018,January,183,316236
"Chesterfield County, VA",2018,February,152,316236
"Chesterfield County, VA",2018,March,168,316236
"Chesterfield County, VA",2018,April,164,316236
"Chesterfield County, VA",2018,May,161,316236
"Chesterfield County, VA",2018,June,169,316236
"Chesterfield County, VA",2018,July,183,316236
"Chesterfield County, VA",2018,August,171,316236
"Chesterfield County, VA",2018,September,174,316236
"Chesterfield County, VA",2018,October,170,316236
"Chesterfield County, VA",2018,November,154,316236
"Chesterfield County, VA",2018,December,168,316236
"Chesterfield County, VA",2019,January,147,316236
"Chesterfield County, VA",2019,February,128,316236
"Chesterfield County, VA",2019,March,150,316236
"Chesterfield County, VA",2019,April,143,316236
"Chesterfield County, VA",2019,May,173,316236
"Chesterfield County, VA",2019,June,147,316236
"Chesterfield County, VA",2019,July,154,316236
"Chesterfield County, VA",2019,August,148,316236
"Chesterfield County, VA",2019,September,187,316236
"Chesterfield County, VA",2019,October,148,316236
"Chesterfield County, VA",2019,November,171,316236
"Chesterfield County, VA",2019,December,146,316236
"Fairfax County, VA",2016,January,544,1081726
"Fairfax County, VA",2016,February,530,1081726
"Fairfax County, VA",2016,March,525,1081726
"Fairfax County, VA",2016,April,535,1081726
"Fairfax County, VA",2016,May,595,1081726
"Fairfax County, VA",2016,June,535,1081726
"Fairfax County, VA",2016,July,552,1081726
"Fairfax County, VA",2016,August,588,1081726
"Fairfax County, VA",2016,September,591,1081726
"Fairfax County, VA",2016,October,540,1081726
"Fairfax County, VA",2016,November,473,1081726
"Fairfax County, VA",2016,December,477,1081726
"Fairfax County, VA",2017,January,476,1081726
"Fairfax County, VA",2017,February,452,1081726
"Fairfax County, VA",2017,March,517,1081726
"Fairfax County, VA",2017,April,475,1081726
"Fairfax County, VA",2017,May,533,1081726
"Fairfax County, VA",2017,June,519,1081726
"Fairfax County, VA",2017,July,574,1081726
"Fairfax County, VA",2017,August,625,1081726
"Fairfax County, VA",2017,September,541,1081726
"Fairfax County, VA",2017,October,524,1081726
"Fairfax County, VA",2017,November,493,1081726
"Fairfax County, VA",2017,December,483,1081726
"Fairfax County, VA",2018,January,505,1081726
"Fairfax County, VA",2018,February,435,1081726
"Fairfax County, VA",2018,March,501,1081726
"Fairfax County, VA",2018,April,531,1081726
"Fairfax County, VA",2018,May,573,1081726
"Fairfax County, VA",2018,June,513,1081726
"Fairfax County, VA",2018,July,539,1081726
"Fairfax County, VA",2018,August,569,1081726
"Fairfax County, VA",2018,September,548,1081726
"Fairfax County, VA",2018,October,555,1081726
"Fairfax County, VA",2018,November,487,1081726
"Fairfax County, VA",2018,December,524,1081726
"Fairfax County, VA",2019,January,478,1081726
"Fairfax County, VA",2019,February,432,1081726
"Fairfax County, VA",2019,March,522,1081726
"Fairfax County, VA",2019,April,496,1081726
"Fairfax County, VA",2019,May,521,1081726
"Fairfax County, VA",2019,June,496,1081726
"Fairfax County, VA",2019,July,571,1081726
"Fairfax County, VA",2019,August,565,1081726
"Fairfax County, VA",2019,September,541,1081726
"Fairfax County, VA",2019,October,493,1081726
"Fairfax County, VA",2019,November,490,1081726
"Fairfax County, VA",2019,December,478,1081726
"Henrico County, VA",2016,January,178,306935
"Henrico County, VA",2016,February,152,306935
"Henrico County, VA",2016,March,145,306935
"Henrico County, VA",2016,April,157,306935
"Henrico County, VA",2016,May,164,306935
"Henrico County, VA",2016,June,167,306935
"Henrico County, VA",2016,July,178,306935
"Henrico County, VA",2016,August,166,306935
"Henrico County, VA",2016,September,162,306935
"Henrico County, VA",2016,October,164,306935
"Henrico County, VA",2016,November,139,306935
"Henrico County, VA",2016,December,186,306935
"Henrico County, VA",2017,January,170,306935
"Henrico County, VA",2017,February,144,306935
"Henrico County, VA",2017,March,166,306935
"Henrico County, VA",2017,April,164,306935
"Henrico County, VA",2017,May,178,306935
"Henrico County, VA",2017,June,186,306935
"Henrico County, VA",2017,July,182,306935
"Henrico County, VA",2017,August,209,306935
"Henrico County, VA",2017,September,186,306935
"Henrico County, VA",2017,October,156,306935
"Henrico County, VA",2017,November,166,306935
"Henrico County, VA",2017,December,207,306935
"Henrico County, VA",2018,January,152,306935
"Henrico County, VA",2018,February,165,306935
"Henrico County, VA",2018,March,172,306935
"Henrico County, VA",2018,April,174,306935
"Henrico County, VA",2018,May,177,306935
"Henrico County, VA",2018,June,171,306935
"Henrico County, VA",2018,July,187,306935
"Henrico County, VA",2018,August,184,306935
"Henrico County, VA",2018,September,182,306935
"Henrico County, VA",2018,October,143,306935
"Henrico County, VA",2018,November,184,306935
"Henrico County, VA",2018,December,171,306935
"Henrico County, VA",2019,January,134,306935
"Henrico County, VA",2019,February,142,306935
"Henrico County, VA",2019,March,176,306935
"Henrico County, VA",2019,April,152,306935
"Henrico County, VA",2019,May,171,306935
"Henrico County, VA",2019,June,168,306935
"Henrico County, VA",2019,July,176,306935
"Henrico County, VA",2019,August,163,306935
"Henrico County, VA",2019,September,174,306935
"Henrico County, VA",2019,October,131,306935
"Henrico County, VA",2019,November,164,306935
"Henrico County, VA",2019,December,146,306935
"Loudoun County, VA",2016,January,170,312311
"Loudoun County, VA",2016,February,167,312311
"Loudoun County, VA",2016,March,181,312311
"Loudoun County, VA",2016,April,220,312311
"Loudoun County, VA",2016,May,223,312311
"Loudoun County, VA",2016,June,187,312311
"Loudoun County, VA",2016,July,210,312311
"Loudoun County, VA",2016,August,219,312311
"Loudoun County, VA",2016,September,214,312311
"Loudoun County, VA",2016,October,208,312311
"Loudoun County, VA",2016,November,164,312311
"Loudoun County, VA",2016,December,181,312311
"Loudoun County, VA",2017,January,203,312311
"Loudoun County, VA",2017,February,153,312311
"Loudoun County, VA",2017,March,164,312311
"Loudoun County, VA",2017,April,171,312311
"Loudoun County, VA",2017,May,174,312311
"Loudoun County, VA",2017,June,187,312311
"Loudoun County, VA",2017,July,171,312311
"Loudoun County, VA",2017,August,180,312311
"Loudoun County, VA",2017,September,190,312311
"Loudoun County, VA",2017,October,190,312311
"Loudoun County, VA",2017,November,181,312311
"Loudoun County, VA",2017,December,161,312311
"Loudoun County, VA",2018,January,155,312311
"Loudoun County, VA",2018,February,147,312311
"Loudoun County, VA",2018,March,186,312311
"Loudoun County, VA",2018,April,203,312311
"Loudoun County, VA",2018,May,184,312311
"Loudoun County, VA",2018,June,191,312311
"Loudoun County, VA",2018,July,185,312311
"Loudoun County, VA",2018,August,201,312311
"Loudoun County, VA",2018,September,197,312311
"Loudoun County, VA",2018,October,190,312311
"Loudoun County, VA",2018,November,184,312311
"Loudoun County, VA",2018,December,155,312311
"Loudoun County, VA",2019,January,168,312311
"Loudoun County, VA",2019,February,151,312311
"Loudoun County, VA",2019,March,187,312311
"Loudoun County, VA",2019,April,147,312311
"Loudoun County, VA",2019,May,180,312311
"Loudoun County, VA",2019,June,164,312311
"Loudoun County, VA",2019,July,197,312311
"Loudoun County, VA",2019,August,180,312311
"Loudoun County, VA",2019,September,167,312311
"Loudoun County, VA",2019,October,169,312311
"Loudoun County, VA",2019,November,162,312311
"Loudoun County, VA",2019,December,141,312311
"Prince William County, VA",2016,January,243,402002
"Prince William County, VA",2016,February,257,402002
"Prince William County, VA",2016,March,263,402002
"Prince William County, VA",2016,April,263,402002
"Prince William County, VA",2016,May,294,402002
"Prince William County, VA",2016,June,299,402002
"Prince William County, VA",2016,July,262,402002
"Prince William County, VA",2016,August,294,402002
"Prince William County, VA",2016,September,290,402002
"Prince William County, VA",2016,October,256,402002
"Prince William County, VA",2016,November,245,402002
"Prince William County, VA",2016,December,238,402002
"Prince William County, VA",2017,January,260,402002
"Prince William County, VA",2017,February,232,402002
"Prince William County, VA",2017,March,254,402002
"Prince William County, VA",2017,April,225,402002
"Prince William County, VA",2017,May,230,402002
"Prince William County, VA",2017,June,265,402002
"Prince William County, VA",2017,July,263,402002
"Prince William County, VA",2017,August,274,402002
"Prince William County, VA",2017,September,272,402002
"Prince William County, VA",2017,October,286,402002
"Prince William County, VA",2017,November,251,402002
"Prince William County, VA",2017,December,271,402002
"Prince William County, VA",2018,January,264,402002
"Prince William County, VA",2018,February,221,402002
"Prince William County, VA",2018,March,287,402002
"Prince William County, VA",2018,April,244,402002
"Prince William County, VA",2018,May,281,402002
"Prince William County, VA",2018,June,243,402002
"Prince William County, VA",2018,July,245,402002
"Prince William County, VA",2018,August,280,402002
"Prince William County, VA",2018,September,257,402002
"Prince William County, VA",2018,October,242,402002
"Prince William County, VA",2018,November,238,402002
"Prince William County, VA",2018,December,248,402002
"Prince William County, VA",2019,January,256,402002
"Prince William County, VA",2019,February,211,402002
"Prince William County, VA",2019,March,247,402002
"Prince William County, VA",2019,April,213,402002
"Prince William County, VA",2019,May,244,402002
"Prince William County, VA",2019,June,249,402002
"Prince William County, VA",2019,July,280,402002
"Prince William County, VA",2019,August,260,402002
"Prince William County, VA",2019,September,265,402002
"Prince William County, VA",2019,October,256,402002
"Prince William County, VA",2019,November,214,402002
"Prince William County, VA",2019,December,211,402002
"Spotsylvania County, VA",2016,January,68,122397
"Spotsylvania County, VA",2016,February,39,122397
"Spotsylvania County, VA",2016,March,53,122397
"Spotsylvania County, VA",2016,April,48,122397
"Spotsylvania County, VA",2016,May,60,122397
"Spotsylvania County, VA",2016,June,60,122397
"Spotsylvania County, VA",2016,July,62,122397
"Spotsylvania County, VA",2016,August,57,122397
"Spotsylvania County, VA",2016,September,73,122397
"Spotsylvania County, VA",2016,October,59,122397
"Spotsylvania County, VA",2016,November,60,122397
"Spotsylvania County, VA",2016,December,64,122397
"Spotsylvania County, VA",2017,January,57,122397
"Spotsylvania County, VA",2017,February,53,122397
"Spotsylvania County, VA",2017,March,63,122397
"Spotsylvania County, VA",2017,April,60,122397
"Spotsylvania County, VA",2017,May,63,122397
"Spotsylvania County, VA",2017,June,62,122397
"Spotsylvania County, VA",2017,July,60,122397
"Spotsylvania County, VA",2017,August,50,122397
"Spotsylvania County, VA",2017,September,88,122397
"Spotsylvania County, VA",2017,October,69,122397
"Spotsylvania County, VA",2017,November,48,122397
"Spotsylvania County, VA",2017,December,62,122397
"Spotsylvania County, VA",2018,January,54,122397
"Spotsylvania County, VA",2018,February,61,122397
"Spotsylvania County, VA",2018,March,49,122397
"Spotsylvania County, VA",2018,April,68,122397
"Spotsylvania County, VA",2018,May,52,122397
"Spotsylvania County, VA",2018,June,55,122397
"Spotsylvania County, VA",2018,July,57,122397
"Spotsylvania County, VA",2018,August,57,122397
"Spotsylvania County, VA",2018,September,47,122397
"Spotsylvania County, VA",2018,October,61,122397
"Spotsylvania County, VA",2018,November,43,122397
"Spotsylvania County, VA",2018,December,63,122397
"Spotsylvania County, VA",2019,January,58,122397
"Spotsylvania County, VA",2019,February,61,122397
"Spotsylvania County, VA",2019,March,56,122397
"Spotsylvania County, VA",2019,April,58,122397
"Spotsylvania County, VA",2019,May,61,122397
"Spotsylvania County, VA",2019,June,55,122397
"Spotsylvania County, VA",2019,July,66,122397
"Spotsylvania County, VA",2019,August,79,122397
"Spotsylvania County, VA",2019,September,77,122397
"Spotsylvania County, VA",2019,October,54,122397
"Spotsylvania County, VA",2019,November,62,122397
"Spotsylvania County, VA",2019,December,61,122397
"Stafford County, VA",2016,January,64,128961
"Stafford County, VA",2016,February,56,128961
"Stafford County, VA",2016,March,76,128961
"Stafford County, VA",2016,April,64,128961
"Stafford County, VA",2016,May,66,128961
"Stafford County, VA",2016,June,58,128961
"Stafford County, VA",2016,July,51,128961
"Stafford County, VA",2016,August,65,128961
"Stafford County, VA",2016,September,74,128961
"Stafford County, VA",2016,October,78,128961
"Stafford County, VA",2016,November,62,128961
"Stafford County, VA",2016,December,66,128961
"Stafford County, VA",2017,January,62,128961
"Stafford County, VA",2017,February,53,128961
"Stafford County, VA",2017,March,72,128961
"Stafford County, VA",2017,April,62,128961
"Stafford County, VA",2017,May,71,128961
"Stafford County, VA",2017,June,66,128961
"Stafford County, VA",2017,July,81,128961
"Stafford County, VA",2017,August,82,128961
"Stafford County, VA",2017,September,76,128961
"Stafford County, VA",2017,October,76,128961
"Stafford County, VA",2017,November,70,128961
"Stafford County, VA",2017,December,70,128961
"Stafford County, VA",2018,January,74,128961
"Stafford County, VA",2018,February,54,128961
"Stafford County, VA",2018,March,55,128961
"Stafford County, VA",2018,April,71,128961
"Stafford County, VA",2018,May,70,128961
"Stafford County, VA",2018,June,72,128961
"Stafford County, VA",2018,July,67,128961
"Stafford County, VA",2018,August,85,128961
"Stafford County, VA",2018,September,63,128961
"Stafford County, VA",2018,October,68,128961
"Stafford County, VA",2018,November,71,128961
"Stafford County, VA",2018,December,70,128961
"Stafford County, VA",2019,January,57,128961
"Stafford County, VA",2019,February,59,128961
"Stafford County, VA",2019,March,71,128961
"Stafford County, VA",2019,April,73,128961
"Stafford County, VA",2019,May,76,128961
"Stafford County, VA",2019,June,68,128961
"Stafford County, VA",2019,July,58,128961
"Stafford County, VA",2019,August,69,128961
"Stafford County, VA",2019,September,103,128961
"Stafford County, VA",2019,October,77,128961
"Stafford County, VA",2019,November,73,128961
"Stafford County, VA",2019,December,61,128961
"Alexandria city, VA",2016,January,100,139966
"Alexandria city, VA",2016,February,90,139966
"Alexandria city, VA",2016,March,127,139966
"Alexandria city, VA",2016,April,91,139966
"Alexandria city, VA",2016,May,111,139966
"Alexandria city, VA",2016,June,111,139966
"Alexandria city, VA",2016,July,118,139966
"Alexandria city, VA",2016,August,87,139966
"Alexandria city, VA",2016,September,95,139966
"Alexandria city, VA",2016,October,112,139966
"Alexandria city, VA",2016,November,102,139966
"Alexandria city, VA",2016,December,105,139966
"Alexandria city, VA",2017,January,91,139966
"Alexandria city, VA",2017,February,90,139966
"Alexandria city, VA",2017,March,87,139966
"Alexandria city, VA",2017,April,80,139966
"Alexandria city, VA",2017,May,94,139966
"Alexandria city, VA",2017,June,98,139966
"Alexandria city, VA",2017,July,97,139966
"Alexandria city, VA",2017,August,97,139966
"Alexandria city, VA",2017,September,102,139966
"Alexandria city, VA",2017,October,91,139966
"Alexandria city, VA",2017,November,87,139966
"Alexandria city, VA",2017,December,96,139966
"Alexandria city, VA",2018,January,104,139966
"Alexandria city, VA",2018,February,94,139966
"Alexandria city, VA",2018,March,87,139966
"Alexandria city, VA",2018,April,106,139966
"Alexandria city, VA",2018,May,105,139966
"Alexandria city, VA",2018,June,87,139966
"Alexandria city, VA",2018,July,99,139966
"Alexandria city, VA",2018,August,82,139966
"Alexandria city, VA",2018,September,91,139966
"Alexandria city, VA",2018,October,115,139966
"Alexandria city, VA",2018,November,74,139966
"Alexandria city, VA",2018,December,93,139966
"Alexandria city, VA",2019,January,93,139966
"Alexandria city, VA",2019,February,89,139966
"Alexandria city, VA",2019,March,97,139966
"Alexandria city, VA",2019,April,89,139966
"Alexandria city, VA",2019,May,105,139966
"Alexandria city, VA",2019,June,101,139966
"Alexandria city, VA",2019,July,121,139966
"Alexandria city, VA",2019,August,110,139966
"Alexandria city, VA",2019,September,101,139966
"Alexandria city, VA",2019,October,88,139966
"Alexandria city, VA",2019,November,100,139966
"Alexandria city, VA",2019,December,84,139966
"Chesapeake city, VA",2016,January,137,222209
"Chesapeake city, VA",2016,February,122,222209
"Chesapeake city, VA",2016,March,148,222209
"Chesapeake city, VA",2016,April,104,222209
"Chesapeake city, VA",2016,May,124,222209
"Chesapeake city, VA",2016,June,111,222209
"Chesapeake city, VA",2016,July,144,222209
"Chesapeake city, VA",2016,August,140,222209
"Chesapeake city, VA",2016,September,144,222209
"Chesapeake city, VA",2016,October,116,222209
"Chesapeake city, VA",2016,November,118,222209
"Chesapeake city, VA",2016,December,121,222209
"Chesapeake city, VA",2017,January,130,222209
"Chesapeake city, VA",2017,February,114,222209
"Chesapeake city, VA",2017,March,120,222209
"Chesapeake city, VA",2017,April,89,222209
"Chesapeake city, VA",2017,May,121,222209
"Chesapeake city, VA",2017,June,126,222209
"Chesapeake city, VA",2017,July,135,222209
"Chesapeake city, VA",2017,August,144,222209
"Chesapeake city, VA",2017,September,155,222209
"Chesapeake city, VA",2017,October,119,222209
"Chesapeake city, VA",2017,November,142,222209
"Chesapeake city, VA",2017,December,110,222209
"Chesapeake city, VA",2018,January,104,222209
"Chesapeake city, VA",2018,February,77,222209
"Chesapeake city, VA",2018,March,108,222209
"Chesapeake city, VA",2018,April,98,222209
"Chesapeake city, VA",2018,May,91,222209
"Chesapeake city, VA",2018,June,97,222209
"Chesapeake city, VA",2018,July,117,222209
"Chesapeake city, VA",2018,August,138,222209
"Chesapeake city, VA",2018,September,145,222209
"Chesapeake city, VA",2018,October,117,222209
"Chesapeake city, VA",2018,November,100,222209
"Chesapeake city, VA",2018,December,97,222209
"Chesapeake city, VA",2019,January,120,222209
"Chesapeake city, VA",2019,February,108,222209
"Chesapeake city, VA",2019,March,99,222209
"Chesapeake city, VA",2019,April,104,222209
"Chesapeake city, VA",2019,May,110,222209
"Chesapeake city, VA",2019,June,99,222209
"Chesapeake city, VA",2019,July,113,222209
"Chesapeake city, VA",2019,August,103,222209
"Chesapeake city, VA",2019,September,112,222209
"Chesapeake city, VA",2019,October,96,222209
"Chesapeake city, VA",2019,November,88,222209
"Chesapeake city, VA",2019,December,104,222209
"Hampton city, VA",2016,January,80,137436
"Hampton city, VA",2016,February,77,137436
"Hampton city, VA",2016,March,85,137436
"Hampton city, VA",2016,April,74,137436
"Hampton city, VA",2016,May,86,137436
"Hampton city, VA",2016,June,74,137436
"Hampton city, VA",2016,July,86,137436
"Hampton city, VA",2016,August,90,137436
"Hampton city, VA",2016,September,83,137436
"Hampton city, VA",2016,October,76,137436
"Hampton city, VA",2016,November,95,137436
"Hampton city, VA",2016,December,76,137436
"Hampton city, VA",2017,January,74,137436
"Hampton city, VA",2017,February,66,137436
"Hampton city, VA",2017,March,75,137436
"Hampton city, VA",2017,April,59,137436
"Hampton city, VA",2017,May,59,137436
"Hampton city, VA",2017,June,81,137436
"Hampton city, VA",2017,July,75,137436
"Hampton city, VA",2017,August,66,137436
"Hampton city, VA",2017,September,67,137436
"Hampton city, VA",2017,October,80,137436
"Hampton city, VA",2017,November,70,137436
"Hampton city, VA",2017,December,80,137436
"Hampton city, VA",2018,January,61,137436
"Hampton city, VA",2018,February,57,137436
"Hampton city, VA",2018,March,58,137436
"Hampton city, VA",2018,April,63,137436
"Hampton city, VA",2018,May,48,137436
"Hampton city, VA",2018,June,64,137436
"Hampton city, VA",2018,July,56,137436
"Hampton city, VA",2018,August,78,137436
"Hampton city, VA",2018,September,80,137436
"Hampton city, VA",2018,October,61,137436
"Hampton city, VA",2018,November,55,137436
"Hampton city, VA",2018,December,73,137436
"Hampton city, VA",2019,January,79,137436
"Hampton city, VA",2019,February,51,137436
"Hampton city, VA",2019,March,52,137436
"Hampton city, VA",2019,April,61,137436
"Hampton city, VA",2019,May,82,137436
"Hampton city, VA",2019,June,56,137436
"Hampton city, VA",2019,July,65,137436
"Hampton city, VA",2019,August,59,137436
"Hampton city, VA",2019,September,61,137436
"Hampton city, VA",2019,October,64,137436
"Hampton city, VA",2019,November,70,137436
"Hampton city, VA",2019,December,65,137436
"Newport News city, VA",2016,January,125,180719
"Newport News city, VA",2016,February,130,180719
"Newport News city, VA",2016,March,136,180719
"Newport News city, VA",2016,April,125,180719
"Newport News city, VA",2016,May,128,180719
"Newport News city, VA",2016,June,131,180719
"Newport News city, VA",2016,July,152,180719
"Newport News city, VA",2016,August,133,180719
"Newport News city, VA",2016,September,122,180719
"Newport News city, VA",2016,October,111,180719
"Newport News city, VA",2016,November,130,180719
"Newport News city, VA",2016,December,134,180719
"Newport News city, VA",2017,January,133,180719
"Newport News city, VA",2017,February,107,180719
"Newport News city, VA",2017,March,124,180719
"Newport News city, VA",2017,April,122,180719
