county,year,month,births,Pop2010
"Monroe County, IN",2018,February,48,137974
"Monroe County, IN",2018,March,51,137974
"Monroe County, IN",2018,April,53,137974
"Monroe County, IN",2018,May,61,137974
"Monroe County, IN",2018,June,43,137974
"Monroe County, IN",2018,July,37,137974
"Monroe County, IN",2018,August,54,137974
"Monroe County, IN",2018,September,38,137974
"Monroe County, IN",2018,October,39,137974
"Monroe County, IN",2018,November,37,137974
"Monroe County, IN",2018,December,37,137974
"Monroe County, IN",2019,January,31,137974
"Monroe County, IN",2019,February,37,137974
"Monroe County, IN",2019,March,35,137974
"Monroe County, IN",2019,April,27,137974
"Monroe County, IN",2019,May,43,137974
"Monroe County, IN",2019,June,47,137974
"Monroe County, IN",2019,July,38,137974
"Monroe County, IN",2019,August,42,137974
"Monroe County, IN",2019,September,46,137974
"Monroe County, IN",2019,October,49,137974
"Monroe County, IN",2019,November,30,137974
"Monroe County, IN",2019,December,34,137974
"Porter County, IN",2016,January,56,164343
"Porter County, IN",2016,February,55,164343
"Porter County, IN",2016,March,75,164343
"Porter County, IN",2016,April,58,164343
"Porter County, IN",2016,May,57,164343
"Porter County, IN",2016,June,69,164343
"Porter County, IN",2016,July,83,164343
"Porter County, IN",2016,August,71,164343
"Porter County, IN",2016,September,68,164343
"Porter County, IN",2016,October,68,164343
"Porter County, IN",2016,November,57,164343
"Porter County, IN",2016,December,62,164343
"Porter County, IN",2017,January,70,164343
"Porter County, IN",2017,February,45,164343
"Porter County, IN",2017,March,50,164343
"Porter County, IN",2017,April,62,164343
"Porter County, IN",2017,May,61,164343
"Porter County, IN",2017,June,55,164343
"Porter County, IN",2017,July,80,164343
"Porter County, IN",2017,August,67,164343
"Porter County, IN",2017,September,56,164343
"Porter County, IN",2017,October,43,164343
"Porter County, IN",2017,November,53,164343
"Porter County, IN",2017,December,57,164343
"Porter County, IN",2018,January,65,164343
"Porter County, IN",2018,February,59,164343
"Porter County, IN",2018,March,55,164343
"Porter County, IN",2018,April,58,164343
"Porter County, IN",2018,May,66,164343
"Porter County, IN",2018,June,59,164343
"Porter County, IN",2018,July,52,164343
"Porter County, IN",2018,August,66,164343
"Porter County, IN",2018,September,75,164343
"Porter County, IN",2018,October,40,164343
"Porter County, IN",2018,November,60,164343
"Porter County, IN",2018,December,39,164343
"Porter County, IN",2019,January,44,164343
"Porter County, IN",2019,February,41,164343
"Porter County, IN",2019,March,47,164343
"Porter County, IN",2019,April,48,164343
"Porter County, IN",2019,May,44,164343
"Porter County, IN",2019,June,49,164343
"Porter County, IN",2019,July,47,164343
"Porter County, IN",2019,August,64,164343
"Porter County, IN",2019,September,55,164343
"Porter County, IN",2019,October,51,164343
"Porter County, IN",2019,November,48,164343
"Porter County, IN",2019,December,49,164343
"St. Joseph County, IN",2016,January,122,266931
"St. Joseph County, IN",2016,February,137,266931
"St. Joseph County, IN",2016,March,145,266931
"St. Joseph County, IN",2016,April,156,266931
"St. Joseph County, IN",2016,May,144,266931
"St. Joseph County, IN",2016,June,151,266931
"St. Joseph County, IN",2016,July,144,266931
"St. Joseph County, IN",2016,August,167,266931
"St. Joseph County, IN",2016,September,135,266931
"St. Joseph County, IN",2016,October,129,266931
"St. Joseph County, IN",2016,November,122,266931
"St. Joseph County, IN",2016,December,150,266931
"St. Joseph County, IN",2017,January,146,266931
"St. Joseph County, IN",2017,February,107,266931
"St. Joseph County, IN",2017,March,112,266931
"St. Joseph County, IN",2017,April,144,266931
"St. Joseph County, IN",2017,May,156,266931
"St. Joseph County, IN",2017,June,134,266931
"St. Joseph County, IN",2017,July,149,266931
"St. Joseph County, IN",2017,August,126,266931
"St. Joseph County, IN",2017,September,129,266931
"St. Joseph County, IN",2017,October,132,266931
"St. Joseph County, IN",2017,November,108,266931
"St. Joseph County, IN",2017,December,126,266931
"St. Joseph County, IN",2018,January,130,266931
"St. Joseph County, IN",2018,February,120,266931
"St. Joseph County, IN",2018,March,125,266931
"St. Joseph County, IN",2018,April,109,266931
"St. Joseph County, IN",2018,May,123,266931
"St. Joseph County, IN",2018,June,126,266931
"St. Joseph County, IN",2018,July,146,266931
"St. Joseph County, IN",2018,August,112,266931
"St. Joseph County, IN",2018,September,129,266931
"St. Joseph County, IN",2018,October,136,266931
"St. Joseph County, IN",2018,November,132,266931
"St. Joseph County, IN",2018,December,134,266931
"St. Joseph County, IN",2019,January,115,266931
"St. Joseph County, IN",2019,February,114,266931
"St. Joseph County, IN",2019,March,128,266931
"St. Joseph County, IN",2019,April,137,266931
"St. Joseph County, IN",2019,May,106,266931
"St. Joseph County, IN",2019,June,125,266931
"St. Joseph County, IN",2019,July,129,266931
"St. Joseph County, IN",2019,August,136,266931
"St. Joseph County, IN",2019,September,128,266931
"St. Joseph County, IN",2019,October,124,266931
"St. Joseph County, IN",2019,November,127,266931
"St. Joseph County, IN",2019,December,114,266931
"Tippecanoe County, IN",2016,January,121,172780
"Tippecanoe County, IN",2016,February,93,172780
"Tippecanoe County, IN",2016,March,90,172780
"Tippecanoe County, IN",2016,April,98,172780
"Tippecanoe County, IN",2016,May,91,172780
"Tippecanoe County, IN",2016,June,104,172780
"Tippecanoe County, IN",2016,July,110,172780
"Tippecanoe County, IN",2016,August,88,172780
"Tippecanoe County, IN",2016,September,81,172780
"Tippecanoe County, IN",2016,October,103,172780
"Tippecanoe County, IN",2016,November,87,172780
"Tippecanoe County, IN",2016,December,85,172780
"Tippecanoe County, IN",2017,January,78,172780
"Tippecanoe County, IN",2017,February,63,172780
"Tippecanoe County, IN",2017,March,92,172780
"Tippecanoe County, IN",2017,April,80,172780
"Tippecanoe County, IN",2017,May,83,172780
"Tippecanoe County, IN",2017,June,90,172780
"Tippecanoe County, IN",2017,July,104,172780
"Tippecanoe County, IN",2017,August,93,172780
"Tippecanoe County, IN",2017,September,86,172780
"Tippecanoe County, IN",2017,October,113,172780
"Tippecanoe County, IN",2017,November,86,172780
"Tippecanoe County, IN",2017,December,81,172780
"Tippecanoe County, IN",2018,January,74,172780
"Tippecanoe County, IN",2018,February,82,172780
"Tippecanoe County, IN",2018,March,89,172780
"Tippecanoe County, IN",2018,April,87,172780
"Tippecanoe County, IN",2018,May,85,172780
"Tippecanoe County, IN",2018,June,84,172780
"Tippecanoe County, IN",2018,July,68,172780
"Tippecanoe County, IN",2018,August,86,172780
"Tippecanoe County, IN",2018,September,72,172780
"Tippecanoe County, IN",2018,October,69,172780
"Tippecanoe County, IN",2018,November,89,172780
"Tippecanoe County, IN",2018,December,62,172780
"Tippecanoe County, IN",2019,January,67,172780
"Tippecanoe County, IN",2019,February,70,172780
"Tippecanoe County, IN",2019,March,59,172780
"Tippecanoe County, IN",2019,April,62,172780
"Tippecanoe County, IN",2019,May,83,172780
"Tippecanoe County, IN",2019,June,74,172780
"Tippecanoe County, IN",2019,July,74,172780
"Tippecanoe County, IN",2019,August,73,172780
"Tippecanoe County, IN",2019,September,80,172780
"Tippecanoe County, IN",2019,October,73,172780
"Tippecanoe County, IN",2019,November,59,172780
"Tippecanoe County, IN",2019,December,62,172780
"Vanderburgh County, IN",2016,January,59,179703
"Vanderburgh County, IN",2016,February,54,179703
"Vanderburgh County, IN",2016,March,58,179703
"Vanderburgh County, IN",2016,April,63,179703
"Vanderburgh County, IN",2016,May,65,179703
"Vanderburgh County, IN",2016,June,56,179703
"Vanderburgh County, IN",2016,July,61,179703
"Vanderburgh County, IN",2016,August,53,179703
"Vanderburgh County, IN",2016,September,48,179703
"Vanderburgh County, IN",2016,October,52,179703
"Vanderburgh County, IN",2016,November,73,179703
"Vanderburgh County, IN",2016,December,51,179703
"Vanderburgh County, IN",2017,January,55,179703
"Vanderburgh County, IN",2017,February,44,179703
"Vanderburgh County, IN",2017,March,43,179703
"Vanderburgh County, IN",2017,April,55,179703
"Vanderburgh County, IN",2017,May,50,179703
"Vanderburgh County, IN",2017,June,41,179703
"Vanderburgh County, IN",2017,July,58,179703
"Vanderburgh County, IN",2017,August,60,179703
"Vanderburgh County, IN",2017,September,57,179703
"Vanderburgh County, IN",2017,October,63,179703
"Vanderburgh County, IN",2017,November,48,179703
"Vanderburgh County, IN",2017,December,64,179703
"Vanderburgh County, IN",2018,January,55,179703
"Vanderburgh County, IN",2018,February,49,179703
"Vanderburgh County, IN",2018,March,53,179703
"Vanderburgh County, IN",2018,April,59,179703
"Vanderburgh County, IN",2018,May,68,179703
"Vanderburgh County, IN",2018,June,56,179703
"Vanderburgh County, IN",2018,July,51,179703
"Vanderburgh County, IN",2018,August,64,179703
"Vanderburgh County, IN",2018,September,73,179703
"Vanderburgh County, IN",2018,October,43,179703
"Vanderburgh County, IN",2018,November,52,179703
"Vanderburgh County, IN",2018,December,57,179703
"Vanderburgh County, IN",2019,January,57,179703
"Vanderburgh County, IN",2019,February,55,179703
"Vanderburgh County, IN",2019,March,40,179703
"Vanderburgh County, IN",2019,April,45,179703
"Vanderburgh County, IN",2019,May,54,179703
"Vanderburgh County, IN",2019,June,41,179703
"Vanderburgh County, IN",2019,July,63,179703
"Vanderburgh County, IN",2019,August,59,179703
"Vanderburgh County, IN",2019,September,76,179703
"Vanderburgh County, IN",2019,October,51,179703
"Vanderburgh County, IN",2019,November,41,179703
"Vanderburgh County, IN",2019,December,50,179703
"Vigo County, IN",2016,January,32,107848
"Vigo County, IN",2016,February,40,107848
"Vigo County, IN",2016,March,35,107848
"Vigo County, IN",2016,April,47,107848
"Vigo County, IN",2016,May,47,107848
"Vigo County, IN",2016,June,36,107848
"Vigo County, IN",2016,July,48,107848
"Vigo County, IN",2016,August,40,107848
"Vigo County, IN",2016,September,42,107848
"Vigo County, IN",2016,October,42,107848
"Vigo County, IN",2016,November,36,107848
"Vigo County, IN",2016,December,34,107848
"Vigo County, IN",2017,January,48,107848
"Vigo County, IN",2017,February,32,107848
"Vigo County, IN",2017,March,37,107848
"Vigo County, IN",2017,April,36,107848
"Vigo County, IN",2017,May,25,107848
"Vigo County, IN",2017,June,33,107848
"Vigo County, IN",2017,July,42,107848
"Vigo County, IN",2017,August,35,107848
"Vigo County, IN",2017,September,46,107848
"Vigo County, IN",2017,October,30,107848
"Vigo County, IN",2017,November,30,107848
"Vigo County, IN",2017,December,30,107848
"Vigo County, IN",2018,January,34,107848
"Vigo County, IN",2018,February,38,107848
"Vigo County, IN",2018,March,20,107848
"Vigo County, IN",2018,April,28,107848
"Vigo County, IN",2018,May,33,107848
"Vigo County, IN",2018,June,37,107848
"Vigo County, IN",2018,July,23,107848
"Vigo County, IN",2018,August,29,107848
"Vigo County, IN",2018,September,23,107848
"Vigo County, IN",2018,October,27,107848
"Vigo County, IN",2018,November,29,107848
"Vigo County, IN",2018,December,37,107848
"Vigo County, IN",2019,January,28,107848
"Vigo County, IN",2019,February,24,107848
"Vigo County, IN",2019,March,26,107848
"Vigo County, IN",2019,April,29,107848
"Vigo County, IN",2019,May,44,107848
"Vigo County, IN",2019,June,28,107848
"Vigo County, IN",2019,July,36,107848
"Vigo County, IN",2019,August,22,107848
"Vigo County, IN",2019,September,33,107848
"Vigo County, IN",2019,October,30,107848
"Vigo County, IN",2019,November,29,107848
"Vigo County, IN",2019,December,30,107848
"Black Hawk County, IA",2016,January,86,131090
"Black Hawk County, IA",2016,February,75,131090
"Black Hawk County, IA",2016,March,83,131090
"Black Hawk County, IA",2016,April,93,131090
"Black Hawk County, IA",2016,May,71,131090
"Black Hawk County, IA",2016,June,73,131090
"Black Hawk County, IA",2016,July,63,131090
"Black Hawk County, IA",2016,August,79,131090
"Black Hawk County, IA",2016,September,87,131090
"Black Hawk County, IA",2016,October,75,131090
"Black Hawk County, IA",2016,November,59,131090
"Black Hawk County, IA",2016,December,84,131090
"Black Hawk County, IA",2017,January,75,131090
"Black Hawk County, IA",2017,February,52,131090
"Black Hawk County, IA",2017,March,77,131090
"Black Hawk County, IA",2017,April,74,131090
"Black Hawk County, IA",2017,May,95,131090
"Black Hawk County, IA",2017,June,65,131090
"Black Hawk County, IA",2017,July,78,131090
"Black Hawk County, IA",2017,August,89,131090
"Black Hawk County, IA",2017,September,81,131090
"Black Hawk County, IA",2017,October,70,131090
"Black Hawk County, IA",2017,November,76,131090
"Black Hawk County, IA",2017,December,80,131090
"Black Hawk County, IA",2018,January,60,131090
"Black Hawk County, IA",2018,February,61,131090
"Black Hawk County, IA",2018,March,81,131090
"Black Hawk County, IA",2018,April,67,131090
"Black Hawk County, IA",2018,May,74,131090
"Black Hawk County, IA",2018,June,65,131090
"Black Hawk County, IA",2018,July,72,131090
"Black Hawk County, IA",2018,August,83,131090
"Black Hawk County, IA",2018,September,65,131090
"Black Hawk County, IA",2018,October,59,131090
"Black Hawk County, IA",2018,November,69,131090
"Black Hawk County, IA",2018,December,56,131090
"Black Hawk County, IA",2019,January,55,131090
"Black Hawk County, IA",2019,February,63,131090
"Black Hawk County, IA",2019,March,62,131090
"Black Hawk County, IA",2019,April,73,131090
"Black Hawk County, IA",2019,May,80,131090
"Black Hawk County, IA",2019,June,81,131090
"Black Hawk County, IA",2019,July,79,131090
"Black Hawk County, IA",2019,August,72,131090
"Black Hawk County, IA",2019,September,76,131090
"Black Hawk County, IA",2019,October,56,131090
"Black Hawk County, IA",2019,November,57,131090
"Black Hawk County, IA",2019,December,62,131090
"Johnson County, IA",2016,January,62,130882
"Johnson County, IA",2016,February,72,130882
"Johnson County, IA",2016,March,72,130882
"Johnson County, IA",2016,April,64,130882
"Johnson County, IA",2016,May,89,130882
"Johnson County, IA",2016,June,72,130882
"Johnson County, IA",2016,July,64,130882
"Johnson County, IA",2016,August,80,130882
"Johnson County, IA",2016,September,58,130882
"Johnson County, IA",2016,October,73,130882
"Johnson County, IA",2016,November,68,130882
"Johnson County, IA",2016,December,84,130882
"Johnson County, IA",2017,January,62,130882
"Johnson County, IA",2017,February,52,130882
"Johnson County, IA",2017,March,75,130882
"Johnson County, IA",2017,April,57,130882
"Johnson County, IA",2017,May,64,130882
"Johnson County, IA",2017,June,69,130882
"Johnson County, IA",2017,July,69,130882
"Johnson County, IA",2017,August,76,130882
"Johnson County, IA",2017,September,66,130882
"Johnson County, IA",2017,October,76,130882
"Johnson County, IA",2017,November,56,130882
"Johnson County, IA",2017,December,60,130882
"Johnson County, IA",2018,January,61,130882
"Johnson County, IA",2018,February,44,130882
"Johnson County, IA",2018,March,74,130882
"Johnson County, IA",2018,April,68,130882
"Johnson County, IA",2018,May,65,130882
"Johnson County, IA",2018,June,47,130882
"Johnson County, IA",2018,July,63,130882
"Johnson County, IA",2018,August,64,130882
"Johnson County, IA",2018,September,72,130882
"Johnson County, IA",2018,October,59,130882
"Johnson County, IA",2018,November,46,130882
"Johnson County, IA",2018,December,61,130882
"Johnson County, IA",2019,January,56,130882
"Johnson County, IA",2019,February,43,130882
"Johnson County, IA",2019,March,61,130882
"Johnson County, IA",2019,April,52,130882
"Johnson County, IA",2019,May,76,130882
"Johnson County, IA",2019,June,50,130882
"Johnson County, IA",2019,July,50,130882
"Johnson County, IA",2019,August,57,130882
"Johnson County, IA",2019,September,59,130882
"Johnson County, IA",2019,October,60,130882
"Johnson County, IA",2019,November,59,130882
"Johnson County, IA",2019,December,58,130882
"Linn County, IA",2016,January,103,211226
"Linn County, IA",2016,February,85,211226
"Linn County, IA",2016,March,95,211226
"Linn County, IA",2016,April,101,211226
"Linn County, IA",2016,May,92,211226
"Linn County, IA",2016,June,99,211226
"Linn County, IA",2016,July,90,211226
"Linn County, IA",2016,August,106,211226
"Linn County, IA",2016,September,85,211226
"Linn County, IA",2016,October,110,211226
"Linn County, IA",2016,November,88,211226
"Linn County, IA",2016,December,90,211226
"Linn County, IA",2017,January,98,211226
"Linn County, IA",2017,February,79,211226
"Linn County, IA",2017,March,101,211226
"Linn County, IA",2017,April,97,211226
"Linn County, IA",2017,May,89,211226
"Linn County, IA",2017,June,83,211226
"Linn County, IA",2017,July,103,211226
"Linn County, IA",2017,August,120,211226
"Linn County, IA",2017,September,79,211226
"Linn County, IA",2017,October,65,211226
"Linn County, IA",2017,November,84,211226
"Linn County, IA",2017,December,84,211226
"Linn County, IA",2018,January,80,211226
"Linn County, IA",2018,February,88,211226
"Linn County, IA",2018,March,75,211226
"Linn County, IA",2018,April,75,211226
"Linn County, IA",2018,May,96,211226
"Linn County, IA",2018,June,74,211226
"Linn County, IA",2018,July,78,211226
"Linn County, IA",2018,August,77,211226
"Linn County, IA",2018,September,73,211226
"Linn County, IA",2018,October,92,211226
"Linn County, IA",2018,November,79,211226
"Linn County, IA",2018,December,62,211226
"Linn County, IA",2019,January,68,211226
"Linn County, IA",2019,February,70,211226
"Linn County, IA",2019,March,77,211226
"Linn County, IA",2019,April,63,211226
"Linn County, IA",2019,May,84,211226
"Linn County, IA",2019,June,105,211226
"Linn County, IA",2019,July,94,211226
"Linn County, IA",2019,August,82,211226
"Linn County, IA",2019,September,90,211226
"Linn County, IA",2019,October,59,211226
"Linn County, IA",2019,November,68,211226
"Linn County, IA",2019,December,56,211226
"Polk County, IA",2016,January,237,430640
"Polk County, IA",2016,February,212,430640
"Polk County, IA",2016,March,229,430640
"Polk County, IA",2016,April,257,430640
"Polk County, IA",2016,May,260,430640
"Polk County, IA",2016,June,234,430640
"Polk County, IA",2016,July,270,430640
"Polk County, IA",2016,August,275,430640
"Polk County, IA",2016,September,284,430640
"Polk County, IA",2016,October,249,430640
"Polk County, IA",2016,November,250,430640
"Polk County, IA",2016,December,251,430640
"Polk County, IA",2017,January,246,430640
"Polk County, IA",2017,February,236,430640
"Polk County, IA",2017,March,255,430640
"Polk County, IA",2017,April,239,430640
"Polk County, IA",2017,May,233,430640
"Polk County, IA",2017,June,233,430640
"Polk County, IA",2017,July,255,430640
"Polk County, IA",2017,August,241,430640
"Polk County, IA",2017,September,241,430640
"Polk County, IA",2017,October,209,430640
"Polk County, IA",2017,November,219,430640
"Polk County, IA",2017,December,238,430640
"Polk County, IA",2018,January,219,430640
"Polk County, IA",2018,February,205,430640
"Polk County, IA",2018,March,213,430640
"Polk County, IA",2018,April,223,430640
"Polk County, IA",2018,May,235,430640
"Polk County, IA",2018,June,209,430640
"Polk County, IA",2018,July,216,430640
"Polk County, IA",2018,August,266,430640
"Polk County, IA",2018,September,231,430640
"Polk County, IA",2018,October,228,430640
"Polk County, IA",2018,November,216,430640
"Polk County, IA",2018,December,170,430640
"Polk County, IA",2019,January,182,430640
"Polk County, IA",2019,February,192,430640
"Polk County, IA",2019,March,202,430640
"Polk County, IA",2019,April,176,430640
"Polk County, IA",2019,May,207,430640
"Polk County, IA",2019,June,227,430640
"Polk County, IA",2019,July,214,430640
"Polk County, IA",2019,August,231,430640
"Polk County, IA",2019,September,234,430640
"Polk County, IA",2019,October,221,430640
"Polk County, IA",2019,November,198,430640
"Polk County, IA",2019,December,199,430640
"Scott County, IA",2016,January,100,165224
"Scott County, IA",2016,February,78,165224
"Scott County, IA",2016,March,85,165224
"Scott County, IA",2016,April,104,165224
"Scott County, IA",2016,May,103,165224
"Scott County, IA",2016,June,98,165224
"Scott County, IA",2016,July,82,165224
"Scott County, IA",2016,August,93,165224
"Scott County, IA",2016,September,110,165224
"Scott County, IA",2016,October,90,165224
"Scott County, IA",2016,November,99,165224
"Scott County, IA",2016,December,108,165224
"Scott County, IA",2017,January,100,165224
"Scott County, IA",2017,February,88,165224
"Scott County, IA",2017,March,101,165224
"Scott County, IA",2017,April,88,165224
"Scott County, IA",2017,May,93,165224
"Scott County, IA",2017,June,98,165224
"Scott County, IA",2017,July,105,165224
"Scott County, IA",2017,August,104,165224
"Scott County, IA",2017,September,102,165224
"Scott County, IA",2017,October,90,165224
"Scott County, IA",2017,November,82,165224
"Scott County, IA",2017,December,81,165224
"Scott County, IA",2018,January,100,165224
"Scott County, IA",2018,February,92,165224
"Scott County, IA",2018,March,80,165224
"Scott County, IA",2018,April,90,165224
"Scott County, IA",2018,May,111,165224
"Scott County, IA",2018,June,76,165224
"Scott County, IA",2018,July,81,165224
"Scott County, IA",2018,August,69,165224
"Scott County, IA",2018,September,89,165224
"Scott County, IA",2018,October,85,165224
"Scott County, IA",2018,November,62,165224
"Scott County, IA",2018,December,78,165224
"Scott County, IA",2019,January,67,165224
"Scott County, IA",2019,February,73,165224
"Scott County, IA",2019,March,70,165224
"Scott County, IA",2019,April,83,165224
"Scott County, IA",2019,May,77,165224
"Scott County, IA",2019,June,69,165224
"Scott County, IA",2019,July,87,165224
"Scott County, IA",2019,August,84,165224
"Scott County, IA",2019,September,80,165224
"Scott County, IA",2019,October,69,165224
"Scott County, IA",2019,November,66,165224
"Scott County, IA",2019,December,72,165224
"Woodbury County, IA",2016,January,56,102172
"Woodbury County, IA",2016,February,49,102172
"Woodbury County, IA",2016,March,41,102172
"Woodbury County, IA",2016,April,52,102172
"Woodbury County, IA",2016,May,48,102172
"Woodbury County, IA",2016,June,40,102172
"Woodbury County, IA",2016,July,53,102172
"Woodbury County, IA",2016,August,51,102172
"Woodbury County, IA",2016,September,58,102172
"Woodbury County, IA",2016,October,46,102172
"Woodbury County, IA",2016,November,43,102172
"Woodbury County, IA",2016,December,37,102172
"Woodbury County, IA",2017,January,45,102172
"Woodbury County, IA",2017,February,35,102172
"Woodbury County, IA",2017,March,42,102172
"Woodbury County, IA",2017,April,36,102172
"Woodbury County, IA",2017,May,43,102172
"Woodbury County, IA",2017,June,39,102172
"Woodbury County, IA",2017,July,52,102172
"Woodbury County, IA",2017,August,46,102172
"Woodbury County, IA",2017,September,42,102172
"Woodbury County, IA",2017,October,51,102172
"Woodbury County, IA",2017,November,39,102172
"Woodbury County, IA",2017,December,38,102172
"Woodbury County, IA",2018,January,33,102172
"Woodbury County, IA",2018,February,38,102172
"Woodbury County, IA",2018,March,48,102172
"Woodbury County, IA",2018,April,50,102172
"Woodbury County, IA",2018,May,49,102172
"Woodbury County, IA",2018,June,38,102172
"Woodbury County, IA",2018,July,44,102172
"Woodbury County, IA",2018,August,48,102172
"Woodbury County, IA",2018,September,46,102172
"Woodbury County, IA",2018,October,42,102172
"Woodbury County, IA",2018,November,47,102172
"Woodbury County, IA",2018,December,30,102172
"Woodbury County, IA",2019,January,40,102172
"Woodbury County, IA",2019,February,41,102172
"Woodbury County, IA",2019,March,35,102172
"Woodbury County, IA",2019,April,53,102172
"Woodbury County, IA",2019,May,57,102172
"Woodbury County, IA",2019,June,38,102172
"Woodbury County, IA",2019,July,43,102172
"Woodbury County, IA",2019,August,52,102172
"Woodbury County, IA",2019,September,40,102172
"Woodbury County, IA",2019,October,46,102172
"Woodbury County, IA",2019,November,30,102172
"Woodbury County, IA",2019,December,50,102172
"Douglas County, KS",2016,January,51,110826
"Douglas County, KS",2016,February,47,110826
"Douglas County, KS",2016,March,39,110826
"Douglas County, KS",2016,April,33,110826
"Douglas County, KS",2016,May,44,110826
"Douglas County, KS",2016,June,45,110826
"Douglas County, KS",2016,July,45,110826
"Douglas County, KS",2016,August,45,110826
"Douglas County, KS",2016,September,62,110826
"Douglas County, KS",2016,October,56,110826
"Douglas County, KS",2016,November,30,110826
"Douglas County, KS",2016,December,46,110826
"Douglas County, KS",2017,January,34,110826
"Douglas County, KS",2017,February,32,110826
"Douglas County, KS",2017,March,36,110826
"Douglas County, KS",2017,April,37,110826
"Douglas County, KS",2017,May,34,110826
"Douglas County, KS",2017,June,49,110826
"Douglas County, KS",2017,July,55,110826
"Douglas County, KS",2017,August,41,110826
"Douglas County, KS",2017,September,39,110826
"Douglas County, KS",2017,October,45,110826
"Douglas County, KS",2017,November,41,110826
"Douglas County, KS",2017,December,41,110826
"Douglas County, KS",2018,January,36,110826
"Douglas County, KS",2018,February,33,110826
"Douglas County, KS",2018,March,39,110826
"Douglas County, KS",2018,April,39,110826
"Douglas County, KS",2018,May,35,110826
"Douglas County, KS",2018,June,35,110826
"Douglas County, KS",2018,July,31,110826
"Douglas County, KS",2018,August,39,110826
"Douglas County, KS",2018,September,41,110826
"Douglas County, KS",2018,October,31,110826
"Douglas County, KS",2018,November,43,110826
"Douglas County, KS",2018,December,50,110826
"Douglas County, KS",2019,January,35,110826
"Douglas County, KS",2019,February,32,110826
"Douglas County, KS",2019,March,41,110826
"Douglas County, KS",2019,April,41,110826
"Douglas County, KS",2019,May,40,110826
"Douglas County, KS",2019,June,40,110826
"Douglas County, KS",2019,July,24,110826
"Douglas County, KS",2019,August,30,110826
"Douglas County, KS",2019,September,39,110826
"Douglas County, KS",2019,October,32,110826
"Douglas County, KS",2019,November,24,110826
"Douglas County, KS",2019,December,39,110826
"Johnson County, KS",2016,January,260,544179
"Johnson County, KS",2016,February,254,544179
"Johnson County, KS",2016,March,286,544179
"Johnson County, KS",2016,April,277,544179
"Johnson County, KS",2016,May,260,544179
"Johnson County, KS",2016,June,291,544179
"Johnson County, KS",2016,July,300,544179
"Johnson County, KS",2016,August,279,544179
"Johnson County, KS",2016,September,285,544179
"Johnson County, KS",2016,October,296,544179
"Johnson County, KS",2016,November,281,544179
"Johnson County, KS",2016,December,257,544179
"Johnson County, KS",2017,January,250,544179
"Johnson County, KS",2017,February,242,544179
"Johnson County, KS",2017,March,236,544179
"Johnson County, KS",2017,April,254,544179
"Johnson County, KS",2017,May,274,544179
"Johnson County, KS",2017,June,243,544179
"Johnson County, KS",2017,July,294,544179
"Johnson County, KS",2017,August,299,544179
"Johnson County, KS",2017,September,271,544179
"Johnson County, KS",2017,October,251,544179
"Johnson County, KS",2017,November,219,544179
"Johnson County, KS",2017,December,261,544179
"Johnson County, KS",2018,January,273,544179
"Johnson County, KS",2018,February,238,544179
"Johnson County, KS",2018,March,251,544179
"Johnson County, KS",2018,April,215,544179
"Johnson County, KS",2018,May,256,544179
"Johnson County, KS",2018,June,239,544179
"Johnson County, KS",2018,July,234,544179
"Johnson County, KS",2018,August,262,544179
"Johnson County, KS",2018,September,257,544179
"Johnson County, KS",2018,October,239,544179
"Johnson County, KS",2018,November,227,544179
"Johnson County, KS",2018,December,248,544179
"Johnson County, KS",2019,January,218,544179
"Johnson County, KS",2019,February,192,544179
"Johnson County, KS",2019,March,212,544179
"Johnson County, KS",2019,April,187,544179
"Johnson County, KS",2019,May,213,544179
"Johnson County, KS",2019,June,222,544179
"Johnson County, KS",2019,July,212,544179
"Johnson County, KS",2019,August,211,544179
"Johnson County, KS",2019,September,240,544179
"Johnson County, KS",2019,October,211,544179
"Johnson County, KS",2019,November,207,544179
"Johnson County, KS",2019,December,210,544179
"Sedgwick County, KS",2016,January,254,498365
"Sedgwick County, KS",2016,February,202,498365
"Sedgwick County, KS",2016,March,261,498365
"Sedgwick County, KS",2016,April,251,498365
"Sedgwick County, KS",2016,May,261,498365
"Sedgwick County, KS",2016,June,257,498365
"Sedgwick County, KS",2016,July,291,498365
"Sedgwick County, KS",2016,August,260,498365
"Sedgwick County, KS",2016,September,255,498365
"Sedgwick County, KS",2016,October,242,498365
"Sedgwick County, KS",2016,November,237,498365
"Sedgwick County, KS",2016,December,213,498365
"Sedgwick County, KS",2017,January,190,498365
"Sedgwick County, KS",2017,February,204,498365
"Sedgwick County, KS",2017,March,218,498365
"Sedgwick County, KS",2017,April,225,498365
"Sedgwick County, KS",2017,May,217,498365
"Sedgwick County, KS",2017,June,207,498365
"Sedgwick County, KS",2017,July,247,498365
"Sedgwick County, KS",2017,August,247,498365
"Sedgwick County, KS",2017,September,262,498365
"Sedgwick County, KS",2017,October,258,498365
"Sedgwick County, KS",2017,November,215,498365
"Sedgwick County, KS",2017,December,207,498365
"Sedgwick County, KS",2018,January,192,498365
"Sedgwick County, KS",2018,February,231,498365
"Sedgwick County, KS",2018,March,201,498365
"Sedgwick County, KS",2018,April,195,498365
"Sedgwick County, KS",2018,May,214,498365
"Sedgwick County, KS",2018,June,203,498365
"Sedgwick County, KS",2018,July,208,498365
"Sedgwick County, KS",2018,August,223,498365
