county,year,month,crashes,pop2010
Lincoln,2019,February,52,33361
Lincoln,2019,March,57,33361
Lincoln,2019,April,72,33361
Lincoln,2019,May,64,33361
Lincoln,2019,June,56,33361
Lincoln,2019,July,63,33361
Lincoln,2019,August,61,33361
Lincoln,2019,September,62,33361
Lincoln,2019,October,70,33361
Lincoln,2019,November,79,33361
Lincoln,2019,December,75,33361
Loudon,2019,January,96,48556
Loudon,2019,February,86,48556
Loudon,2019,March,107,48556
Loudon,2019,April,116,48556
Loudon,2019,May,113,48556
Loudon,2019,June,114,48556
Loudon,2019,July,92,48556
Loudon,2019,August,117,48556
Loudon,2019,September,99,48556
Loudon,2019,October,137,48556
Loudon,2019,November,143,48556
Loudon,2019,December,127,48556
Macon,2019,January,25,22248
Macon,2019,February,22,22248
Macon,2019,March,21,22248
Macon,2019,April,21,22248
Macon,2019,May,35,22248
Macon,2019,June,22,22248
Macon,2019,July,26,22248
Macon,2019,August,28,22248
Macon,2019,September,23,22248
Macon,2019,October,35,22248
Macon,2019,November,24,22248
Macon,2019,December,16,22248
Madison,2019,January,260,98294
Madison,2019,February,323,98294
Madison,2019,March,366,98294
Madison,2019,April,325,98294
Madison,2019,May,312,98294
Madison,2019,June,300,98294
Madison,2019,July,295,98294
Madison,2019,August,313,98294
Madison,2019,September,307,98294
Madison,2019,October,324,98294
Madison,2019,November,385,98294
Madison,2019,December,341,98294
Marion,2019,January,54,28237
Marion,2019,February,59,28237
Marion,2019,March,47,28237
Marion,2019,April,43,28237
Marion,2019,May,69,28237
Marion,2019,June,67,28237
Marion,2019,July,64,28237
Marion,2019,August,45,28237
Marion,2019,September,55,28237
Marion,2019,October,59,28237
Marion,2019,November,58,28237
Marion,2019,December,65,28237
Marshall,2019,January,60,30617
Marshall,2019,February,44,30617
Marshall,2019,March,46,30617
Marshall,2019,April,57,30617
Marshall,2019,May,54,30617
Marshall,2019,June,63,30617
Marshall,2019,July,55,30617
Marshall,2019,August,66,30617
Marshall,2019,September,62,30617
Marshall,2019,October,78,30617
Marshall,2019,November,90,30617
Marshall,2019,December,72,30617
Maury,2019,January,183,80956
Maury,2019,February,181,80956
Maury,2019,March,220,80956
Maury,2019,April,222,80956
Maury,2019,May,210,80956
Maury,2019,June,213,80956
Maury,2019,July,213,80956
Maury,2019,August,217,80956
Maury,2019,September,182,80956
Maury,2019,October,205,80956
Maury,2019,November,275,80956
Maury,2019,December,210,80956
McMinn,2019,January,110,52266
McMinn,2019,February,113,52266
McMinn,2019,March,107,52266
McMinn,2019,April,112,52266
McMinn,2019,May,126,52266
McMinn,2019,June,130,52266
McMinn,2019,July,109,52266
McMinn,2019,August,117,52266
McMinn,2019,September,116,52266
McMinn,2019,October,141,52266
McMinn,2019,November,145,52266
McMinn,2019,December,120,52266
McNairy,2019,January,39,26075
McNairy,2019,February,32,26075
McNairy,2019,March,36,26075
McNairy,2019,April,35,26075
McNairy,2019,May,59,26075
McNairy,2019,June,42,26075
McNairy,2019,July,41,26075
McNairy,2019,August,37,26075
McNairy,2019,September,32,26075
McNairy,2019,October,53,26075
McNairy,2019,November,62,26075
McNairy,2019,December,50,26075
Meigs,2019,January,12,11753
Meigs,2019,February,9,11753
Meigs,2019,March,6,11753
Meigs,2019,April,9,11753
Meigs,2019,May,14,11753
Meigs,2019,June,20,11753
Meigs,2019,July,10,11753
Meigs,2019,August,14,11753
Meigs,2019,September,9,11753
Meigs,2019,October,13,11753
Meigs,2019,November,15,11753
Meigs,2019,December,11,11753
Monroe,2019,January,62,44519
Monroe,2019,February,61,44519
Monroe,2019,March,64,44519
Monroe,2019,April,71,44519
Monroe,2019,May,75,44519
Monroe,2019,June,59,44519
Monroe,2019,July,82,44519
Monroe,2019,August,62,44519
Monroe,2019,September,75,44519
Monroe,2019,October,84,44519
Monroe,2019,November,89,44519
Monroe,2019,December,75,44519
Montgomery,2019,January,519,172331
Montgomery,2019,February,501,172331
Montgomery,2019,March,493,172331
Montgomery,2019,April,535,172331
Montgomery,2019,May,533,172331
Montgomery,2019,June,467,172331
Montgomery,2019,July,445,172331
Montgomery,2019,August,498,172331
Montgomery,2019,September,525,172331
Montgomery,2019,October,608,172331
Montgomery,2019,November,673,172331
Montgomery,2019,December,539,172331
Moore,2019,January,6,6362
Moore,2019,February,2,6362
Moore,2019,March,5,6362
Moore,2019,April,14,6362
Moore,2019,May,8,6362
Moore,2019,June,5,6362
Moore,2019,July,7,6362
Moore,2019,August,9,6362
Moore,2019,September,3,6362
Moore,2019,October,13,6362
Moore,2019,November,11,6362
Moore,2019,December,7,6362
Morgan,2019,January,8,21987
Morgan,2019,February,9,21987
Morgan,2019,March,14,21987
Morgan,2019,April,13,21987
Morgan,2019,May,14,21987
Morgan,2019,June,18,21987
Morgan,2019,July,11,21987
Morgan,2019,August,16,21987
Morgan,2019,September,11,21987
Morgan,2019,October,30,21987
Morgan,2019,November,20,21987
Morgan,2019,December,15,21987
Obion,2019,January,62,31807
Obion,2019,February,50,31807
Obion,2019,March,51,31807
Obion,2019,April,67,31807
Obion,2019,May,47,31807
Obion,2019,June,59,31807
Obion,2019,July,47,31807
Obion,2019,August,54,31807
Obion,2019,September,49,31807
Obion,2019,October,60,31807
Obion,2019,November,75,31807
Obion,2019,December,67,31807
Overton,2019,January,31,22083
Overton,2019,February,32,22083
Overton,2019,March,26,22083
Overton,2019,April,39,22083
Overton,2019,May,32,22083
Overton,2019,June,36,22083
Overton,2019,July,37,22083
Overton,2019,August,34,22083
Overton,2019,September,37,22083
Overton,2019,October,35,22083
Overton,2019,November,43,22083
Overton,2019,December,41,22083
Perry,2019,January,6,7915
Perry,2019,February,3,7915
Perry,2019,March,6,7915
Perry,2019,April,7,7915
Perry,2019,May,10,7915
Perry,2019,June,4,7915
Perry,2019,July,10,7915
Perry,2019,August,13,7915
Perry,2019,September,13,7915
Perry,2019,October,8,7915
Perry,2019,November,9,7915
Perry,2019,December,8,7915
Pickett,2019,January,2,5077
Pickett,2019,February,7,5077
Pickett,2019,March,2,5077
Pickett,2019,April,2,5077
Pickett,2019,May,1,5077
Pickett,2019,June,7,5077
Pickett,2019,July,9,5077
Pickett,2019,August,2,5077
Pickett,2019,September,4,5077
Pickett,2019,October,9,5077
Pickett,2019,November,2,5077
Pickett,2019,December,4,5077
Polk,2019,January,15,16825
Polk,2019,February,14,16825
Polk,2019,March,29,16825
Polk,2019,April,15,16825
Polk,2019,May,31,16825
Polk,2019,June,18,16825
Polk,2019,July,26,16825
Polk,2019,August,25,16825
Polk,2019,September,23,16825
Polk,2019,October,25,16825
Polk,2019,November,44,16825
Polk,2019,December,24,16825
Putnam,2019,January,171,72321
Putnam,2019,February,167,72321
Putnam,2019,March,198,72321
Putnam,2019,April,198,72321
Putnam,2019,May,184,72321
Putnam,2019,June,201,72321
Putnam,2019,July,161,72321
Putnam,2019,August,195,72321
Putnam,2019,September,179,72321
Putnam,2019,October,277,72321
Putnam,2019,November,215,72321
Putnam,2019,December,205,72321
Rhea,2019,January,46,31809
Rhea,2019,February,57,31809
Rhea,2019,March,42,31809
Rhea,2019,April,55,31809
Rhea,2019,May,61,31809
Rhea,2019,June,61,31809
Rhea,2019,July,45,31809
Rhea,2019,August,44,31809
Rhea,2019,September,44,31809
Rhea,2019,October,73,31809
Rhea,2019,November,68,31809
Rhea,2019,December,64,31809
Roane,2019,January,95,54181
Roane,2019,February,99,54181
Roane,2019,March,105,54181
Roane,2019,April,103,54181
Roane,2019,May,135,54181
Roane,2019,June,122,54181
Roane,2019,July,84,54181
Roane,2019,August,100,54181
Roane,2019,September,95,54181
Roane,2019,October,129,54181
Roane,2019,November,122,54181
Roane,2019,December,102,54181
Robertson,2019,January,140,66283
Robertson,2019,February,122,66283
Robertson,2019,March,142,66283
Robertson,2019,April,126,66283
Robertson,2019,May,168,66283
Robertson,2019,June,136,66283
Robertson,2019,July,131,66283
Robertson,2019,August,174,66283
Robertson,2019,September,159,66283
Robertson,2019,October,173,66283
Robertson,2019,November,255,66283
Robertson,2019,December,204,66283
Rutherford,2019,January,824,262604
Rutherford,2019,February,784,262604
Rutherford,2019,March,844,262604
Rutherford,2019,April,826,262604
Rutherford,2019,May,889,262604
Rutherford,2019,June,756,262604
Rutherford,2019,July,781,262604
Rutherford,2019,August,934,262604
Rutherford,2019,September,918,262604
Rutherford,2019,October,1023,262604
Rutherford,2019,November,1010,262604
Rutherford,2019,December,909,262604
Scott,2019,January,12,22228
Scott,2019,February,14,22228
Scott,2019,March,13,22228
Scott,2019,April,9,22228
Scott,2019,May,18,22228
Scott,2019,June,21,22228
Scott,2019,July,8,22228
Scott,2019,August,6,22228
Scott,2019,September,19,22228
Scott,2019,October,11,22228
Scott,2019,November,10,22228
Scott,2019,December,9,22228
Sequatchie,2019,January,17,14112
Sequatchie,2019,February,16,14112
Sequatchie,2019,March,14,14112
Sequatchie,2019,April,30,14112
Sequatchie,2019,May,23,14112
Sequatchie,2019,June,21,14112
Sequatchie,2019,July,23,14112
Sequatchie,2019,August,13,14112
Sequatchie,2019,September,23,14112
Sequatchie,2019,October,25,14112
Sequatchie,2019,November,34,14112
Sequatchie,2019,December,19,14112
Sevier,2019,January,193,89889
Sevier,2019,February,176,89889
Sevier,2019,March,283,89889
Sevier,2019,April,302,89889
Sevier,2019,May,316,89889
Sevier,2019,June,329,89889
Sevier,2019,July,371,89889
Sevier,2019,August,254,89889
Sevier,2019,September,285,89889
Sevier,2019,October,382,89889
Sevier,2019,November,309,89889
Sevier,2019,December,304,89889
Shelby,2019,January,3063,927644
Shelby,2019,February,3158,927644
Shelby,2019,March,3246,927644
Shelby,2019,April,3542,927644
Shelby,2019,May,3419,927644
Shelby,2019,June,2920,927644
Shelby,2019,July,2962,927644
Shelby,2019,August,3196,927644
Shelby,2019,September,3203,927644
Shelby,2019,October,3706,927644
Shelby,2019,November,3520,927644
Shelby,2019,December,3501,927644
Smith,2019,January,52,19166
Smith,2019,February,45,19166
Smith,2019,March,51,19166
Smith,2019,April,53,19166
Smith,2019,May,38,19166
Smith,2019,June,44,19166
Smith,2019,July,40,19166
Smith,2019,August,55,19166
Smith,2019,September,50,19166
Smith,2019,October,38,19166
Smith,2019,November,39,19166
Smith,2019,December,38,19166
Stewart,2019,January,13,13324
Stewart,2019,February,14,13324
Stewart,2019,March,19,13324
Stewart,2019,April,18,13324
Stewart,2019,May,25,13324
Stewart,2019,June,33,13324
Stewart,2019,July,13,13324
Stewart,2019,August,12,13324
Stewart,2019,September,25,13324
Stewart,2019,October,26,13324
Stewart,2019,November,38,13324
Stewart,2019,December,25,13324
Sullivan,2019,January,326,156823
Sullivan,2019,February,302,156823
Sullivan,2019,March,281,156823
Sullivan,2019,April,336,156823
Sullivan,2019,May,364,156823
Sullivan,2019,June,326,156823
Sullivan,2019,July,346,156823
Sullivan,2019,August,332,156823
Sullivan,2019,September,259,156823
Sullivan,2019,October,359,156823
Sullivan,2019,November,415,156823
Sullivan,2019,December,387,156823
Sumner,2019,January,263,160645
Sumner,2019,February,289,160645
Sumner,2019,March,279,160645
Sumner,2019,April,295,160645
Sumner,2019,May,326,160645
Sumner,2019,June,251,160645
Sumner,2019,July,284,160645
Sumner,2019,August,288,160645
Sumner,2019,September,292,160645
Sumner,2019,October,346,160645
Sumner,2019,November,335,160645
Sumner,2019,December,310,160645
Tipton,2019,January,86,61081
Tipton,2019,February,99,61081
Tipton,2019,March,84,61081
Tipton,2019,April,80,61081
Tipton,2019,May,92,61081
Tipton,2019,June,68,61081
Tipton,2019,July,68,61081
Tipton,2019,August,73,61081
Tipton,2019,September,70,61081
Tipton,2019,October,95,61081
Tipton,2019,November,100,61081
Tipton,2019,December,87,61081
Trousdale,2019,January,16,7870
Trousdale,2019,February,16,7870
Trousdale,2019,March,26,7870
Trousdale,2019,April,18,7870
Trousdale,2019,May,20,7870
Trousdale,2019,June,21,7870
Trousdale,2019,July,20,7870
Trousdale,2019,August,15,7870
Trousdale,2019,September,20,7870
Trousdale,2019,October,27,7870
Trousdale,2019,November,29,7870
Trousdale,2019,December,25,7870
Unicoi,2019,January,29,18313
Unicoi,2019,February,18,18313
Unicoi,2019,March,22,18313
Unicoi,2019,April,24,18313
Unicoi,2019,May,18,18313
Unicoi,2019,June,29,18313
Unicoi,2019,July,25,18313
Unicoi,2019,August,28,18313
Unicoi,2019,September,19,18313
Unicoi,2019,October,37,18313
Unicoi,2019,November,37,18313
Unicoi,2019,December,27,18313
Union,2019,January,19,19109
Union,2019,February,12,19109
Union,2019,March,10,19109
Union,2019,April,13,19109
Union,2019,May,19,19109
Union,2019,June,13,19109
Union,2019,July,16,19109
Union,2019,August,23,19109
Union,2019,September,12,19109
Union,2019,October,19,19109
Union,2019,November,20,19109
Union,2019,December,18,19109
VanBuren,2019,January,12,NA
VanBuren,2019,February,9,NA
VanBuren,2019,March,5,NA
VanBuren,2019,April,8,NA
VanBuren,2019,May,9,NA
VanBuren,2019,June,13,NA
VanBuren,2019,July,8,NA
VanBuren,2019,August,6,NA
VanBuren,2019,September,10,NA
VanBuren,2019,October,14,NA
VanBuren,2019,November,17,NA
VanBuren,2019,December,6,NA
Warren,2019,January,47,39839
Warren,2019,February,62,39839
Warren,2019,March,59,39839
Warren,2019,April,60,39839
Warren,2019,May,52,39839
Warren,2019,June,69,39839
Warren,2019,July,86,39839
Warren,2019,August,66,39839
Warren,2019,September,64,39839
Warren,2019,October,73,39839
Warren,2019,November,75,39839
Warren,2019,December,65,39839
Washington,2019,January,331,122979
Washington,2019,February,307,122979
Washington,2019,March,309,122979
Washington,2019,April,323,122979
Washington,2019,May,339,122979
Washington,2019,June,313,122979
Washington,2019,July,310,122979
Washington,2019,August,323,122979
Washington,2019,September,348,122979
Washington,2019,October,399,122979
Washington,2019,November,421,122979
Washington,2019,December,353,122979
Wayne,2019,January,27,17021
Wayne,2019,February,18,17021
Wayne,2019,March,24,17021
Wayne,2019,April,17,17021
Wayne,2019,May,36,17021
Wayne,2019,June,23,17021
Wayne,2019,July,32,17021
Wayne,2019,August,29,17021
Wayne,2019,September,18,17021
Wayne,2019,October,22,17021
Wayne,2019,November,22,17021
Wayne,2019,December,27,17021
Weakley,2019,January,37,35021
Weakley,2019,February,49,35021
Weakley,2019,March,32,35021
Weakley,2019,April,40,35021
Weakley,2019,May,35,35021
Weakley,2019,June,39,35021
Weakley,2019,July,40,35021
Weakley,2019,August,39,35021
Weakley,2019,September,44,35021
Weakley,2019,October,43,35021
Weakley,2019,November,43,35021
Weakley,2019,December,42,35021
White,2019,January,34,25841
White,2019,February,30,25841
White,2019,March,35,25841
White,2019,April,39,25841
White,2019,May,40,25841
White,2019,June,49,25841
White,2019,July,42,25841
White,2019,August,32,25841
White,2019,September,32,25841
White,2019,October,50,25841
White,2019,November,64,25841
White,2019,December,32,25841
Williamson,2019,January,458,183182
Williamson,2019,February,422,183182
Williamson,2019,March,403,183182
Williamson,2019,April,446,183182
Williamson,2019,May,451,183182
Williamson,2019,June,401,183182
Williamson,2019,July,431,183182
Williamson,2019,August,438,183182
Williamson,2019,September,435,183182
Williamson,2019,October,544,183182
Williamson,2019,November,567,183182
Williamson,2019,December,489,183182
Wilson,2019,January,247,113993
Wilson,2019,February,258,113993
Wilson,2019,March,264,113993
Wilson,2019,April,319,113993
Wilson,2019,May,330,113993
Wilson,2019,June,304,113993
Wilson,2019,July,266,113993
Wilson,2019,August,317,113993
Wilson,2019,September,282,113993
Wilson,2019,October,332,113993
Wilson,2019,November,379,113993
Wilson,2019,December,335,113993
Anderson,2020,January,160,75129
Anderson,2020,February,157,75129
Anderson,2020,March,120,75129
Anderson,2020,April,81,75129
Anderson,2020,May,115,75129
Anderson,2020,June,187,75129
Anderson,2020,July,147,75129
Anderson,2020,August,164,75129
Anderson,2020,September,140,75129
Anderson,2020,October,156,75129
Anderson,2020,November,177,75129
Anderson,2020,December,139,75129
Bedford,2020,January,93,45058
Bedford,2020,February,90,45058
Bedford,2020,March,82,45058
Bedford,2020,April,67,45058
Bedford,2020,May,94,45058
Bedford,2020,June,86,45058
Bedford,2020,July,86,45058
Bedford,2020,August,113,45058
Bedford,2020,September,86,45058
Bedford,2020,October,102,45058
Bedford,2020,November,108,45058
Bedford,2020,December,114,45058
Benton,2020,January,27,16489
Benton,2020,February,26,16489
Benton,2020,March,31,16489
Benton,2020,April,18,16489
Benton,2020,May,31,16489
Benton,2020,June,35,16489
Benton,2020,July,25,16489
Benton,2020,August,23,16489
Benton,2020,September,28,16489
Benton,2020,October,37,16489
Benton,2020,November,33,16489
Benton,2020,December,31,16489
Bledsoe,2020,January,6,12876
Bledsoe,2020,February,9,12876
Bledsoe,2020,March,4,12876
Bledsoe,2020,April,5,12876
Bledsoe,2020,May,6,12876
Bledsoe,2020,June,11,12876
Bledsoe,2020,July,7,12876
Bledsoe,2020,August,5,12876
Bledsoe,2020,September,16,12876
Bledsoe,2020,October,9,12876
Bledsoe,2020,November,5,12876
Bledsoe,2020,December,4,12876
Blount,2020,January,252,123010
