county,year,month,crashes,pop2010
Marion,2012,December,52,28237
Marshall,2012,January,48,30617
Marshall,2012,February,45,30617
Marshall,2012,March,57,30617
Marshall,2012,April,41,30617
Marshall,2012,May,58,30617
Marshall,2012,June,60,30617
Marshall,2012,July,42,30617
Marshall,2012,August,56,30617
Marshall,2012,September,54,30617
Marshall,2012,October,40,30617
Marshall,2012,November,64,30617
Marshall,2012,December,43,30617
Maury,2012,January,174,80956
Maury,2012,February,158,80956
Maury,2012,March,191,80956
Maury,2012,April,190,80956
Maury,2012,May,179,80956
Maury,2012,June,176,80956
Maury,2012,July,177,80956
Maury,2012,August,190,80956
Maury,2012,September,196,80956
Maury,2012,October,216,80956
Maury,2012,November,256,80956
Maury,2012,December,198,80956
McMinn,2012,January,111,52266
McMinn,2012,February,103,52266
McMinn,2012,March,117,52266
McMinn,2012,April,117,52266
McMinn,2012,May,152,52266
McMinn,2012,June,110,52266
McMinn,2012,July,118,52266
McMinn,2012,August,119,52266
McMinn,2012,September,106,52266
McMinn,2012,October,142,52266
McMinn,2012,November,151,52266
McMinn,2012,December,132,52266
McNairy,2012,January,46,26075
McNairy,2012,February,47,26075
McNairy,2012,March,47,26075
McNairy,2012,April,32,26075
McNairy,2012,May,34,26075
McNairy,2012,June,51,26075
McNairy,2012,July,37,26075
McNairy,2012,August,40,26075
McNairy,2012,September,35,26075
McNairy,2012,October,40,26075
McNairy,2012,November,58,26075
McNairy,2012,December,64,26075
Meigs,2012,January,12,11753
Meigs,2012,February,5,11753
Meigs,2012,March,14,11753
Meigs,2012,April,11,11753
Meigs,2012,May,14,11753
Meigs,2012,June,12,11753
Meigs,2012,July,16,11753
Meigs,2012,August,15,11753
Meigs,2012,September,16,11753
Meigs,2012,October,15,11753
Meigs,2012,November,12,11753
Meigs,2012,December,11,11753
Monroe,2012,January,83,44519
Monroe,2012,February,82,44519
Monroe,2012,March,71,44519
Monroe,2012,April,59,44519
Monroe,2012,May,85,44519
Monroe,2012,June,76,44519
Monroe,2012,July,80,44519
Monroe,2012,August,77,44519
Monroe,2012,September,76,44519
Monroe,2012,October,76,44519
Monroe,2012,November,69,44519
Monroe,2012,December,74,44519
Montgomery,2012,January,408,172331
Montgomery,2012,February,370,172331
Montgomery,2012,March,484,172331
Montgomery,2012,April,410,172331
Montgomery,2012,May,392,172331
Montgomery,2012,June,429,172331
Montgomery,2012,July,380,172331
Montgomery,2012,August,454,172331
Montgomery,2012,September,392,172331
Montgomery,2012,October,474,172331
Montgomery,2012,November,492,172331
Montgomery,2012,December,396,172331
Moore,2012,January,11,6362
Moore,2012,February,4,6362
Moore,2012,March,10,6362
Moore,2012,April,6,6362
Moore,2012,May,11,6362
Moore,2012,June,3,6362
Moore,2012,July,5,6362
Moore,2012,August,8,6362
Moore,2012,September,8,6362
Moore,2012,October,9,6362
Moore,2012,November,9,6362
Moore,2012,December,12,6362
Morgan,2012,January,19,21987
Morgan,2012,February,18,21987
Morgan,2012,March,16,21987
Morgan,2012,April,20,21987
Morgan,2012,May,12,21987
Morgan,2012,June,24,21987
Morgan,2012,July,29,21987
Morgan,2012,August,28,21987
Morgan,2012,September,18,21987
Morgan,2012,October,25,21987
Morgan,2012,November,27,21987
Morgan,2012,December,27,21987
Obion,2012,January,50,31807
Obion,2012,February,42,31807
Obion,2012,March,54,31807
Obion,2012,April,46,31807
Obion,2012,May,67,31807
Obion,2012,June,45,31807
Obion,2012,July,54,31807
Obion,2012,August,47,31807
Obion,2012,September,59,31807
Obion,2012,October,45,31807
Obion,2012,November,50,31807
Obion,2012,December,48,31807
Overton,2012,January,41,22083
Overton,2012,February,27,22083
Overton,2012,March,33,22083
Overton,2012,April,44,22083
Overton,2012,May,39,22083
Overton,2012,June,38,22083
Overton,2012,July,28,22083
Overton,2012,August,47,22083
Overton,2012,September,30,22083
Overton,2012,October,45,22083
Overton,2012,November,36,22083
Overton,2012,December,46,22083
Perry,2012,January,8,7915
Perry,2012,February,10,7915
Perry,2012,March,12,7915
Perry,2012,April,12,7915
Perry,2012,May,13,7915
Perry,2012,June,10,7915
Perry,2012,July,13,7915
Perry,2012,August,7,7915
Perry,2012,September,8,7915
Perry,2012,October,14,7915
Perry,2012,November,15,7915
Perry,2012,December,13,7915
Pickett,2012,January,3,5077
Pickett,2012,February,6,5077
Pickett,2012,March,1,5077
Pickett,2012,April,7,5077
Pickett,2012,May,5,5077
Pickett,2012,June,8,5077
Pickett,2012,July,11,5077
Pickett,2012,August,8,5077
Pickett,2012,September,10,5077
Pickett,2012,October,4,5077
Pickett,2012,November,6,5077
Pickett,2012,December,5,5077
Polk,2012,January,13,16825
Polk,2012,February,18,16825
Polk,2012,March,24,16825
Polk,2012,April,19,16825
Polk,2012,May,15,16825
Polk,2012,June,28,16825
Polk,2012,July,18,16825
Polk,2012,August,24,16825
Polk,2012,September,24,16825
Polk,2012,October,20,16825
Polk,2012,November,28,16825
Polk,2012,December,18,16825
Putnam,2012,January,185,72321
Putnam,2012,February,192,72321
Putnam,2012,March,196,72321
Putnam,2012,April,199,72321
Putnam,2012,May,191,72321
Putnam,2012,June,166,72321
Putnam,2012,July,162,72321
Putnam,2012,August,212,72321
Putnam,2012,September,192,72321
Putnam,2012,October,207,72321
Putnam,2012,November,221,72321
Putnam,2012,December,212,72321
Rhea,2012,January,48,31809
Rhea,2012,February,52,31809
Rhea,2012,March,41,31809
Rhea,2012,April,40,31809
Rhea,2012,May,42,31809
Rhea,2012,June,34,31809
Rhea,2012,July,38,31809
Rhea,2012,August,32,31809
Rhea,2012,September,38,31809
Rhea,2012,October,48,31809
Rhea,2012,November,49,31809
Rhea,2012,December,39,31809
Roane,2012,January,85,54181
Roane,2012,February,100,54181
Roane,2012,March,101,54181
Roane,2012,April,100,54181
Roane,2012,May,122,54181
Roane,2012,June,80,54181
Roane,2012,July,103,54181
Roane,2012,August,106,54181
Roane,2012,September,90,54181
Roane,2012,October,104,54181
Roane,2012,November,106,54181
Roane,2012,December,107,54181
Robertson,2012,January,116,66283
Robertson,2012,February,108,66283
Robertson,2012,March,132,66283
Robertson,2012,April,117,66283
Robertson,2012,May,129,66283
Robertson,2012,June,135,66283
Robertson,2012,July,88,66283
Robertson,2012,August,139,66283
Robertson,2012,September,153,66283
Robertson,2012,October,122,66283
Robertson,2012,November,175,66283
Robertson,2012,December,161,66283
Rutherford,2012,January,604,262604
Rutherford,2012,February,713,262604
Rutherford,2012,March,721,262604
Rutherford,2012,April,656,262604
Rutherford,2012,May,691,262604
Rutherford,2012,June,574,262604
Rutherford,2012,July,611,262604
Rutherford,2012,August,654,262604
Rutherford,2012,September,659,262604
Rutherford,2012,October,741,262604
Rutherford,2012,November,767,262604
Rutherford,2012,December,785,262604
Scott,2012,January,11,22228
Scott,2012,February,11,22228
Scott,2012,March,15,22228
Scott,2012,April,14,22228
Scott,2012,May,10,22228
Scott,2012,June,6,22228
Scott,2012,July,8,22228
Scott,2012,August,16,22228
Scott,2012,September,14,22228
Scott,2012,October,28,22228
Scott,2012,November,23,22228
Scott,2012,December,28,22228
Sequatchie,2012,January,35,14112
Sequatchie,2012,February,21,14112
Sequatchie,2012,March,15,14112
Sequatchie,2012,April,19,14112
Sequatchie,2012,May,32,14112
Sequatchie,2012,June,21,14112
Sequatchie,2012,July,13,14112
Sequatchie,2012,August,20,14112
Sequatchie,2012,September,19,14112
Sequatchie,2012,October,23,14112
Sequatchie,2012,November,29,14112
Sequatchie,2012,December,17,14112
Sevier,2012,January,190,89889
Sevier,2012,February,191,89889
Sevier,2012,March,248,89889
Sevier,2012,April,235,89889
Sevier,2012,May,278,89889
Sevier,2012,June,272,89889
Sevier,2012,July,356,89889
Sevier,2012,August,247,89889
Sevier,2012,September,236,89889
Sevier,2012,October,302,89889
Sevier,2012,November,239,89889
Sevier,2012,December,289,89889
Shelby,2012,January,2160,927644
Shelby,2012,February,2572,927644
Shelby,2012,March,2638,927644
Shelby,2012,April,2384,927644
Shelby,2012,May,2502,927644
Shelby,2012,June,2230,927644
Shelby,2012,July,2222,927644
Shelby,2012,August,2490,927644
Shelby,2012,September,2314,927644
Shelby,2012,October,2463,927644
Shelby,2012,November,2535,927644
Shelby,2012,December,2630,927644
Smith,2012,January,42,19166
Smith,2012,February,36,19166
Smith,2012,March,36,19166
Smith,2012,April,33,19166
Smith,2012,May,52,19166
Smith,2012,June,36,19166
Smith,2012,July,39,19166
Smith,2012,August,51,19166
Smith,2012,September,43,19166
Smith,2012,October,55,19166
Smith,2012,November,58,19166
Smith,2012,December,32,19166
Stewart,2012,January,19,13324
Stewart,2012,February,13,13324
Stewart,2012,March,10,13324
Stewart,2012,April,16,13324
Stewart,2012,May,13,13324
Stewart,2012,June,18,13324
Stewart,2012,July,16,13324
Stewart,2012,August,17,13324
Stewart,2012,September,23,13324
Stewart,2012,October,13,13324
Stewart,2012,November,24,13324
Stewart,2012,December,23,13324
Sullivan,2012,January,328,156823
Sullivan,2012,February,304,156823
Sullivan,2012,March,327,156823
Sullivan,2012,April,336,156823
Sullivan,2012,May,382,156823
Sullivan,2012,June,352,156823
Sullivan,2012,July,330,156823
Sullivan,2012,August,307,156823
Sullivan,2012,September,322,156823
Sullivan,2012,October,354,156823
Sullivan,2012,November,385,156823
Sullivan,2012,December,385,156823
Sumner,2012,January,257,160645
Sumner,2012,February,261,160645
Sumner,2012,March,277,160645
Sumner,2012,April,257,160645
Sumner,2012,May,289,160645
Sumner,2012,June,257,160645
Sumner,2012,July,253,160645
Sumner,2012,August,284,160645
Sumner,2012,September,275,160645
Sumner,2012,October,340,160645
Sumner,2012,November,325,160645
Sumner,2012,December,339,160645
Tipton,2012,January,84,61081
Tipton,2012,February,80,61081
Tipton,2012,March,100,61081
Tipton,2012,April,91,61081
Tipton,2012,May,77,61081
Tipton,2012,June,70,61081
Tipton,2012,July,73,61081
Tipton,2012,August,67,61081
Tipton,2012,September,93,61081
Tipton,2012,October,87,61081
Tipton,2012,November,94,61081
Tipton,2012,December,94,61081
Trousdale,2012,January,17,7870
Trousdale,2012,February,12,7870
Trousdale,2012,March,15,7870
Trousdale,2012,April,15,7870
Trousdale,2012,May,24,7870
Trousdale,2012,June,18,7870
Trousdale,2012,July,18,7870
Trousdale,2012,August,21,7870
Trousdale,2012,September,20,7870
Trousdale,2012,October,34,7870
Trousdale,2012,November,16,7870
Trousdale,2012,December,16,7870
Unicoi,2012,January,25,18313
Unicoi,2012,February,21,18313
Unicoi,2012,March,28,18313
Unicoi,2012,April,25,18313
Unicoi,2012,May,38,18313
Unicoi,2012,June,34,18313
Unicoi,2012,July,27,18313
Unicoi,2012,August,40,18313
Unicoi,2012,September,32,18313
Unicoi,2012,October,27,18313
Unicoi,2012,November,27,18313
Unicoi,2012,December,30,18313
Union,2012,January,22,19109
Union,2012,February,13,19109
Union,2012,March,23,19109
Union,2012,April,29,19109
Union,2012,May,26,19109
Union,2012,June,18,19109
Union,2012,July,13,19109
Union,2012,August,20,19109
Union,2012,September,29,19109
Union,2012,October,25,19109
Union,2012,November,24,19109
Union,2012,December,20,19109
VanBuren,2012,January,8,NA
VanBuren,2012,February,12,NA
VanBuren,2012,March,10,NA
VanBuren,2012,April,8,NA
VanBuren,2012,May,5,NA
VanBuren,2012,June,8,NA
VanBuren,2012,July,13,NA
VanBuren,2012,August,12,NA
VanBuren,2012,September,10,NA
VanBuren,2012,October,16,NA
VanBuren,2012,November,20,NA
VanBuren,2012,December,16,NA
Warren,2012,January,58,39839
Warren,2012,February,83,39839
Warren,2012,March,63,39839
Warren,2012,April,91,39839
Warren,2012,May,94,39839
Warren,2012,June,80,39839
Warren,2012,July,65,39839
Warren,2012,August,83,39839
Warren,2012,September,76,39839
Warren,2012,October,74,39839
Warren,2012,November,101,39839
Warren,2012,December,65,39839
Washington,2012,January,330,122979
Washington,2012,February,301,122979
Washington,2012,March,323,122979
Washington,2012,April,300,122979
Washington,2012,May,318,122979
Washington,2012,June,274,122979
Washington,2012,July,298,122979
Washington,2012,August,308,122979
Washington,2012,September,313,122979
Washington,2012,October,346,122979
Washington,2012,November,345,122979
Washington,2012,December,344,122979
Wayne,2012,January,28,17021
Wayne,2012,February,21,17021
Wayne,2012,March,16,17021
Wayne,2012,April,17,17021
Wayne,2012,May,15,17021
Wayne,2012,June,18,17021
Wayne,2012,July,27,17021
Wayne,2012,August,21,17021
Wayne,2012,September,27,17021
Wayne,2012,October,21,17021
Wayne,2012,November,30,17021
Wayne,2012,December,26,17021
Weakley,2012,January,45,35021
Weakley,2012,February,53,35021
Weakley,2012,March,37,35021
Weakley,2012,April,38,35021
Weakley,2012,May,37,35021
Weakley,2012,June,35,35021
Weakley,2012,July,36,35021
Weakley,2012,August,36,35021
Weakley,2012,September,49,35021
Weakley,2012,October,45,35021
Weakley,2012,November,37,35021
Weakley,2012,December,42,35021
White,2012,January,46,25841
White,2012,February,42,25841
White,2012,March,51,25841
White,2012,April,38,25841
White,2012,May,45,25841
White,2012,June,29,25841
White,2012,July,33,25841
White,2012,August,42,25841
White,2012,September,45,25841
White,2012,October,41,25841
White,2012,November,58,25841
White,2012,December,53,25841
Williamson,2012,January,296,183182
Williamson,2012,February,321,183182
Williamson,2012,March,286,183182
Williamson,2012,April,271,183182
Williamson,2012,May,329,183182
Williamson,2012,June,281,183182
Williamson,2012,July,291,183182
Williamson,2012,August,314,183182
Williamson,2012,September,250,183182
Williamson,2012,October,380,183182
Williamson,2012,November,443,183182
Williamson,2012,December,468,183182
Wilson,2012,January,204,113993
Wilson,2012,February,196,113993
Wilson,2012,March,212,113993
Wilson,2012,April,248,113993
Wilson,2012,May,240,113993
Wilson,2012,June,185,113993
Wilson,2012,July,227,113993
Wilson,2012,August,212,113993
Wilson,2012,September,202,113993
Wilson,2012,October,256,113993
Wilson,2012,November,251,113993
Wilson,2012,December,260,113993
Anderson,2013,January,135,75129
Anderson,2013,February,142,75129
Anderson,2013,March,116,75129
Anderson,2013,April,146,75129
Anderson,2013,May,149,75129
Anderson,2013,June,150,75129
Anderson,2013,July,126,75129
Anderson,2013,August,150,75129
Anderson,2013,September,143,75129
Anderson,2013,October,182,75129
Anderson,2013,November,169,75129
Anderson,2013,December,161,75129
Bedford,2013,January,81,45058
Bedford,2013,February,74,45058
Bedford,2013,March,78,45058
Bedford,2013,April,74,45058
Bedford,2013,May,87,45058
Bedford,2013,June,82,45058
Bedford,2013,July,75,45058
Bedford,2013,August,83,45058
Bedford,2013,September,62,45058
Bedford,2013,October,98,45058
Bedford,2013,November,93,45058
Bedford,2013,December,100,45058
Benton,2013,January,26,16489
Benton,2013,February,19,16489
Benton,2013,March,27,16489
Benton,2013,April,33,16489
Benton,2013,May,22,16489
Benton,2013,June,20,16489
Benton,2013,July,23,16489
Benton,2013,August,31,16489
Benton,2013,September,37,16489
Benton,2013,October,17,16489
Benton,2013,November,18,16489
Benton,2013,December,31,16489
Bledsoe,2013,January,7,12876
Bledsoe,2013,February,6,12876
Bledsoe,2013,March,7,12876
Bledsoe,2013,April,7,12876
Bledsoe,2013,May,10,12876
Bledsoe,2013,June,8,12876
Bledsoe,2013,July,4,12876
Bledsoe,2013,August,6,12876
Bledsoe,2013,September,5,12876
Bledsoe,2013,October,7,12876
Bledsoe,2013,November,9,12876
Bledsoe,2013,December,4,12876
Blount,2013,January,235,123010
Blount,2013,February,178,123010
Blount,2013,March,227,123010
Blount,2013,April,261,123010
Blount,2013,May,262,123010
Blount,2013,June,246,123010
Blount,2013,July,247,123010
Blount,2013,August,271,123010
Blount,2013,September,231,123010
Blount,2013,October,287,123010
Blount,2013,November,297,123010
Blount,2013,December,239,123010
Bradley,2013,January,225,98963
Bradley,2013,February,207,98963
Bradley,2013,March,208,98963
Bradley,2013,April,278,98963
Bradley,2013,May,262,98963
Bradley,2013,June,233,98963
Bradley,2013,July,224,98963
Bradley,2013,August,213,98963
Bradley,2013,September,266,98963
Bradley,2013,October,251,98963
Bradley,2013,November,251,98963
Bradley,2013,December,277,98963
Campbell,2013,January,79,40716
Campbell,2013,February,53,40716
Campbell,2013,March,76,40716
Campbell,2013,April,72,40716
Campbell,2013,May,71,40716
Campbell,2013,June,85,40716
Campbell,2013,July,77,40716
Campbell,2013,August,79,40716
Campbell,2013,September,75,40716
Campbell,2013,October,83,40716
Campbell,2013,November,60,40716
Campbell,2013,December,85,40716
Cannon,2013,January,23,13801
Cannon,2013,February,18,13801
Cannon,2013,March,20,13801
Cannon,2013,April,27,13801
Cannon,2013,May,20,13801
Cannon,2013,June,19,13801
Cannon,2013,July,22,13801
Cannon,2013,August,15,13801
Cannon,2013,September,19,13801
Cannon,2013,October,30,13801
Cannon,2013,November,26,13801
Cannon,2013,December,26,13801
Carroll,2013,January,35,28522
Carroll,2013,February,18,28522
Carroll,2013,March,33,28522
Carroll,2013,April,45,28522
Carroll,2013,May,31,28522
Carroll,2013,June,20,28522
Carroll,2013,July,32,28522
Carroll,2013,August,42,28522
Carroll,2013,September,33,28522
Carroll,2013,October,31,28522
Carroll,2013,November,34,28522
Carroll,2013,December,38,28522
Carter,2013,January,114,57424
Carter,2013,February,99,57424
Carter,2013,March,77,57424
Carter,2013,April,86,57424
Carter,2013,May,108,57424
Carter,2013,June,100,57424
Carter,2013,July,118,57424
Carter,2013,August,102,57424
Carter,2013,September,97,57424
Carter,2013,October,77,57424
Carter,2013,November,124,57424
Carter,2013,December,102,57424
Cheatham,2013,January,66,39105
Cheatham,2013,February,59,39105
Cheatham,2013,March,77,39105
Cheatham,2013,April,58,39105
Cheatham,2013,May,78,39105
Cheatham,2013,June,75,39105
Cheatham,2013,July,65,39105
Cheatham,2013,August,59,39105
Cheatham,2013,September,65,39105
Cheatham,2013,October,60,39105
Cheatham,2013,November,75,39105
Cheatham,2013,December,75,39105
Chester,2013,January,28,17131
Chester,2013,February,22,17131
Chester,2013,March,37,17131
Chester,2013,April,20,17131
Chester,2013,May,35,17131
Chester,2013,June,24,17131
Chester,2013,July,21,17131
Chester,2013,August,21,17131
Chester,2013,September,28,17131
Chester,2013,October,33,17131
Chester,2013,November,33,17131
Chester,2013,December,18,17131
Claiborne,2013,January,41,32213
Claiborne,2013,February,26,32213
Claiborne,2013,March,35,32213
Claiborne,2013,April,27,32213
Claiborne,2013,May,37,32213
Claiborne,2013,June,38,32213
Claiborne,2013,July,26,32213
Claiborne,2013,August,34,32213
Claiborne,2013,September,49,32213
Claiborne,2013,October,51,32213
Claiborne,2013,November,44,32213
Claiborne,2013,December,32,32213
Clay,2013,January,15,7861
Clay,2013,February,6,7861
Clay,2013,March,11,7861
Clay,2013,April,12,7861
Clay,2013,May,13,7861
Clay,2013,June,13,7861
Clay,2013,July,13,7861
Clay,2013,August,5,7861
Clay,2013,September,10,7861
Clay,2013,October,8,7861
Clay,2013,November,13,7861
Clay,2013,December,6,7861
Cocke,2013,January,67,35662
Cocke,2013,February,58,35662
Cocke,2013,March,81,35662
Cocke,2013,April,73,35662
Cocke,2013,May,72,35662
Cocke,2013,June,63,35662
Cocke,2013,July,87,35662
Cocke,2013,August,84,35662
Cocke,2013,September,80,35662
Cocke,2013,October,73,35662
Cocke,2013,November,89,35662
Cocke,2013,December,78,35662
Coffee,2013,January,105,52796
Coffee,2013,February,84,52796
Coffee,2013,March,100,52796
Coffee,2013,April,119,52796
Coffee,2013,May,111,52796
Coffee,2013,June,106,52796
Coffee,2013,July,110,52796
Coffee,2013,August,115,52796
Coffee,2013,September,84,52796
Coffee,2013,October,123,52796
Coffee,2013,November,134,52796
Coffee,2013,December,130,52796
Crockett,2013,January,27,14586
Crockett,2013,February,17,14586
Crockett,2013,March,16,14586
Crockett,2013,April,12,14586
Crockett,2013,May,11,14586
Crockett,2013,June,19,14586
Crockett,2013,July,18,14586
Crockett,2013,August,12,14586
Crockett,2013,September,23,14586
Crockett,2013,October,21,14586
Crockett,2013,November,19,14586
Crockett,2013,December,24,14586
Cumberland,2013,January,111,56053
Cumberland,2013,February,101,56053
Cumberland,2013,March,111,56053
Cumberland,2013,April,97,56053
Cumberland,2013,May,145,56053
Cumberland,2013,June,110,56053
Cumberland,2013,July,130,56053
Cumberland,2013,August,145,56053
Cumberland,2013,September,92,56053
Cumberland,2013,October,112,56053
Cumberland,2013,November,152,56053
Cumberland,2013,December,116,56053
Davidson,2013,January,1851,626681
Davidson,2013,February,1816,626681
Davidson,2013,March,1967,626681
Davidson,2013,April,2001,626681
Davidson,2013,May,2060,626681
Davidson,2013,June,1988,626681
Davidson,2013,July,1984,626681
Davidson,2013,August,2018,626681
Davidson,2013,September,2119,626681
Davidson,2013,October,2251,626681
Davidson,2013,November,2182,626681
Davidson,2013,December,2190,626681
Decatur,2013,January,14,11757
Decatur,2013,February,15,11757
Decatur,2013,March,24,11757
Decatur,2013,April,20,11757
Decatur,2013,May,19,11757
Decatur,2013,June,21,11757
Decatur,2013,July,14,11757
Decatur,2013,August,21,11757
Decatur,2013,September,16,11757
Decatur,2013,October,24,11757
Decatur,2013,November,22,11757
Decatur,2013,December,28,11757
DeKalb,2013,January,25,18723
DeKalb,2013,February,26,18723
DeKalb,2013,March,35,18723
DeKalb,2013,April,30,18723
DeKalb,2013,May,30,18723
DeKalb,2013,June,38,18723
DeKalb,2013,July,32,18723
DeKalb,2013,August,36,18723
DeKalb,2013,September,31,18723
DeKalb,2013,October,27,18723
DeKalb,2013,November,22,18723
DeKalb,2013,December,36,18723
Dickson,2013,January,83,49666
Dickson,2013,February,102,49666
Dickson,2013,March,103,49666
Dickson,2013,April,113,49666
Dickson,2013,May,118,49666
Dickson,2013,June,98,49666
Dickson,2013,July,93,49666
Dickson,2013,August,91,49666
Dickson,2013,September,107,49666
Dickson,2013,October,113,49666
Dickson,2013,November,124,49666
Dickson,2013,December,114,49666
Dyer,2013,January,67,38335
Dyer,2013,February,62,38335
Dyer,2013,March,57,38335
Dyer,2013,April,55,38335
Dyer,2013,May,79,38335
Dyer,2013,June,62,38335
Dyer,2013,July,69,38335
Dyer,2013,August,62,38335
Dyer,2013,September,70,38335
Dyer,2013,October,80,38335
Dyer,2013,November,79,38335
Dyer,2013,December,44,38335
Fayette,2013,January,45,38413
Fayette,2013,February,41,38413
Fayette,2013,March,41,38413
Fayette,2013,April,48,38413
Fayette,2013,May,63,38413
Fayette,2013,June,50,38413
Fayette,2013,July,37,38413
Fayette,2013,August,49,38413
Fayette,2013,September,42,38413
Fayette,2013,October,58,38413
Fayette,2013,November,55,38413
Fayette,2013,December,38,38413
Fentress,2013,January,21,17959
Fentress,2013,February,14,17959
Fentress,2013,March,24,17959
Fentress,2013,April,28,17959
Fentress,2013,May,27,17959
Fentress,2013,June,19,17959
Fentress,2013,July,24,17959
Fentress,2013,August,16,17959
Fentress,2013,September,18,17959
Fentress,2013,October,32,17959
Fentress,2013,November,24,17959
Fentress,2013,December,23,17959
Franklin,2013,January,61,41052
Franklin,2013,February,39,41052
Franklin,2013,March,63,41052
Franklin,2013,April,56,41052
Franklin,2013,May,68,41052
Franklin,2013,June,67,41052
Franklin,2013,July,69,41052
Franklin,2013,August,76,41052
Franklin,2013,September,54,41052
Franklin,2013,October,71,41052
Franklin,2013,November,82,41052
Franklin,2013,December,100,41052
Gibson,2013,January,65,49683
Gibson,2013,February,47,49683
Gibson,2013,March,73,49683
Gibson,2013,April,70,49683
Gibson,2013,May,59,49683
Gibson,2013,June,49,49683
Gibson,2013,July,62,49683
Gibson,2013,August,54,49683
Gibson,2013,September,60,49683
Gibson,2013,October,77,49683
Gibson,2013,November,90,49683
Gibson,2013,December,66,49683
Giles,2013,January,58,29485
Giles,2013,February,54,29485
Giles,2013,March,56,29485
Giles,2013,April,66,29485
Giles,2013,May,62,29485
Giles,2013,June,77,29485
Giles,2013,July,51,29485
Giles,2013,August,74,29485
Giles,2013,September,64,29485
Giles,2013,October,74,29485
Giles,2013,November,87,29485
Giles,2013,December,80,29485
Grainger,2013,January,22,22657
Grainger,2013,February,20,22657
Grainger,2013,March,32,22657
Grainger,2013,April,29,22657
Grainger,2013,May,23,22657
Grainger,2013,June,35,22657
Grainger,2013,July,22,22657
Grainger,2013,August,24,22657
Grainger,2013,September,33,22657
Grainger,2013,October,30,22657
Grainger,2013,November,19,22657
Grainger,2013,December,24,22657
Greene,2013,January,145,68831
Greene,2013,February,123,68831
Greene,2013,March,125,68831
Greene,2013,April,155,68831
Greene,2013,May,168,68831
Greene,2013,June,150,68831
Greene,2013,July,187,68831
Greene,2013,August,162,68831
Greene,2013,September,143,68831
Greene,2013,October,128,68831
Greene,2013,November,174,68831
Greene,2013,December,147,68831
Grundy,2013,January,21,13703
Grundy,2013,February,14,13703
Grundy,2013,March,26,13703
Grundy,2013,April,24,13703
Grundy,2013,May,21,13703
Grundy,2013,June,26,13703
Grundy,2013,July,30,13703
Grundy,2013,August,34,13703
Grundy,2013,September,23,13703
Grundy,2013,October,17,13703
Grundy,2013,November,29,13703
Grundy,2013,December,27,13703
Hamblen,2013,January,149,62544
Hamblen,2013,February,99,62544
Hamblen,2013,March,108,62544
Hamblen,2013,April,103,62544
Hamblen,2013,May,145,62544
Hamblen,2013,June,123,62544
Hamblen,2013,July,108,62544
Hamblen,2013,August,116,62544
Hamblen,2013,September,115,62544
Hamblen,2013,October,124,62544
Hamblen,2013,November,145,62544
Hamblen,2013,December,132,62544
Hamilton,2013,January,1061,336463
Hamilton,2013,February,907,336463
Hamilton,2013,March,994,336463
Hamilton,2013,April,1155,336463
Hamilton,2013,May,1122,336463
Hamilton,2013,June,1017,336463
Hamilton,2013,July,1039,336463
Hamilton,2013,August,1133,336463
Hamilton,2013,September,990,336463
Hamilton,2013,October,1040,336463
Hamilton,2013,November,1151,336463
Hamilton,2013,December,1172,336463
Hancock,2013,January,6,6819
Hancock,2013,February,2,6819
Hancock,2013,March,9,6819
Hancock,2013,April,5,6819
Hancock,2013,May,12,6819
Hancock,2013,June,11,6819
Hancock,2013,July,12,6819
Hancock,2013,August,16,6819
Hancock,2013,September,19,6819
Hancock,2013,October,15,6819
Hancock,2013,November,20,6819
Hancock,2013,December,15,6819
Hardeman,2013,January,34,27253
Hardeman,2013,February,32,27253
Hardeman,2013,March,21,27253
Hardeman,2013,April,25,27253
Hardeman,2013,May,34,27253
Hardeman,2013,June,26,27253
Hardeman,2013,July,22,27253
Hardeman,2013,August,30,27253
Hardeman,2013,September,29,27253
Hardeman,2013,October,38,27253
Hardeman,2013,November,38,27253
Hardeman,2013,December,31,27253
Hardin,2013,January,65,26026
Hardin,2013,February,53,26026
Hardin,2013,March,50,26026
Hardin,2013,April,58,26026
Hardin,2013,May,51,26026
Hardin,2013,June,52,26026
Hardin,2013,July,59,26026
Hardin,2013,August,59,26026
Hardin,2013,September,43,26026
Hardin,2013,October,49,26026
Hardin,2013,November,53,26026
Hardin,2013,December,68,26026
Hawkins,2013,January,106,56833
Hawkins,2013,February,76,56833
Hawkins,2013,March,74,56833
Hawkins,2013,April,88,56833
Hawkins,2013,May,99,56833
Hawkins,2013,June,70,56833
Hawkins,2013,July,104,56833
Hawkins,2013,August,93,56833
Hawkins,2013,September,137,56833
Hawkins,2013,October,91,56833
Hawkins,2013,November,78,56833
Hawkins,2013,December,80,56833
Haywood,2013,January,49,18787
Haywood,2013,February,25,18787
Haywood,2013,March,29,18787
Haywood,2013,April,36,18787
Haywood,2013,May,61,18787
Haywood,2013,June,41,18787
Haywood,2013,July,43,18787
Haywood,2013,August,39,18787
Haywood,2013,September,33,18787
Haywood,2013,October,38,18787
Haywood,2013,November,51,18787
Haywood,2013,December,52,18787
Henderson,2013,January,56,27769
Henderson,2013,February,38,27769
Henderson,2013,March,48,27769
Henderson,2013,April,66,27769
Henderson,2013,May,61,27769
Henderson,2013,June,49,27769
Henderson,2013,July,53,27769
Henderson,2013,August,65,27769
Henderson,2013,September,61,27769
